t[d],dt[d],T[C]
1939.384432,2.486617771,114.8675493
1941.87105,2.486617771,114.8606998
1944.357668,2.486617771,114.8538495
1946.844285,2.486617771,114.8469989
1949.330903,2.486617771,114.8401478
1951.817521,2.486617771,114.833296
1954.304139,2.486617771,114.8264435
1956.790756,2.486617771,114.8195901
1959.277374,2.486617771,114.8127358
1961.763992,2.486617771,114.8058806
1964.25061,2.486617771,114.7990244
1966.737228,2.486617771,114.7921674
1969.223845,2.486617771,114.7853094
1971.710463,2.486617771,114.7784504
1974.197081,2.486617771,114.7715904
1976.683699,2.486617771,114.7647295
1979.170316,2.486617771,114.7578675
1981.656934,2.486617771,114.7510046
1984.143552,2.486617771,114.7441405
1986.63017,2.486617771,114.7372754
1989.116787,2.486617771,114.7304091
1991.603405,2.486617771,114.7235417
1994.090023,2.486617771,114.716673
1996.576641,2.486617771,114.7098031
1999.063259,2.486617771,114.7029318
2001.549876,2.486617771,114.696059
2004.036494,2.486617771,114.6891846
2006.523112,2.486617771,114.6823085
2009.00973,2.486617771,114.6754307
2011.496347,2.486617771,114.6685508
2013.982965,2.486617771,114.6616688
2016.469583,2.486617771,114.6547842
2018.956201,2.486617771,114.647897
2021.442818,2.486617771,114.641006
2023.929436,2.486617771,114.6341089
2026.416054,2.486617771,114.6271957
2028.902672,2.486617771,114.6202773
2031.38929,2.486617771,114.6133694
2033.875907,2.486617771,114.6064488
2036.362525,2.486617771,114.5995381
2038.849143,2.486617771,114.5925997
2041.335761,2.486617771,114.5856877
2043.822378,2.486617771,114.5787432
2046.308996,2.486617771,114.5718171
2048.795614,2.486617771,114.5648919
2051.282232,2.486617771,114.5579345
2053.768849,2.486617771,114.5510249
2056.255467,2.486617771,114.5440642
2058.742085,2.486617771,114.5371249
2061.228703,2.486617771,114.5302075
2063.715321,2.486617771,114.5232828
2066.201938,2.486617771,114.5163449
2068.688556,2.486617771,114.5093988
2071.175174,2.486617771,114.5024582
2073.661792,2.486617771,114.4955376
2076.148409,2.486617771,114.4886086
2078.635027,2.486617771,114.4816792
2081.121645,2.486617771,114.4747469
2083.608263,2.486617771,114.4678004
2086.094881,2.486617771,114.4608515
2088.581498,2.486617771,114.4538984
2091.068116,2.486617771,114.4469445
2093.554734,2.486617771,114.4399904
2096.041352,2.486617771,114.4330371
2098.527969,2.486617771,114.4260838
2101.014587,2.486617771,114.4191269
2103.501205,2.486617771,114.4121704
2105.987823,2.486617771,114.405214
2108.47444,2.486617771,114.3982834
2110.961058,2.486617771,114.3913018
2113.447676,2.486617771,114.3843475
2115.934294,2.486617771,114.3773892
2118.420912,2.486617771,114.3704099
2120.907529,2.486617771,114.3634587
2123.394147,2.486617771,114.3564409
2125.880765,2.486617771,114.3494889
2128.367383,2.486617771,114.3424896
2130.854,2.486617771,114.3354916
2133.340618,2.486617771,114.328523
2135.827236,2.486617771,114.321504
2138.313854,2.486617771,114.3145465
2140.800471,2.486617771,114.3075578
2143.287089,2.486617771,114.300563
2145.773707,2.486617771,114.2935438
2148.260325,2.486617771,114.2865216
2150.746943,2.486617771,114.2795114
2153.23356,2.486617771,114.2725135
2155.720178,2.486617771,114.2654937
2158.206796,2.486617771,114.2584889
2160.693414,2.486617771,114.2514814
2163.180031,2.486617771,114.2444727
2165.666649,2.486617771,114.2374747
2168.153267,2.486617771,114.2304083
2170.639885,2.486617771,114.2233791
2173.126502,2.486617771,114.2163314
2175.61312,2.486617771,114.2092985
2178.099738,2.486617771,114.2022503
2180.586356,2.486617771,114.195181
2183.072974,2.486617771,114.1881536
2185.559591,2.486617771,114.181118
2188.046209,2.486617771,114.1740499
2190.532827,2.486617771,114.166942
2193.019445,2.486617771,114.159902
2195.506062,2.486617771,114.1528719
2197.99268,2.486617771,114.1458468
2200.479298,2.486617771,114.1387864
2202.965916,2.486617771,114.1317212
2205.452533,2.486617771,114.1246521
2207.939151,2.486617771,114.1175724
2210.425769,2.486617771,114.1104732
2212.912387,2.486617771,114.103385
2215.399005,2.486617771,114.0963241
2217.885622,2.486617771,114.0892234
2220.37224,2.486617771,114.0821835
2222.858858,2.486617771,114.0750486
2225.345476,2.486617771,114.0679484
2227.832093,2.486617771,114.0608018
2230.318711,2.486617771,114.0536982
2232.805329,2.486617771,114.0466102
2235.291947,2.486617771,114.0394792
2237.778565,2.486617771,114.0323097
2240.265182,2.486617771,114.0251675
2242.7518,2.486617771,114.0179782
2245.238418,2.486617771,114.0108224
2247.725036,2.486617771,114.0036596
2250.211653,2.486617771,113.9964957
2252.698271,2.486617771,113.9892428
2255.184889,2.486617771,113.9820189
2257.671507,2.486617771,113.9748385
2260.158124,2.486617771,113.9676452
2262.644742,2.486617771,113.9604488
2265.13136,2.486617771,113.9532384
2267.617978,2.486617771,113.9459659
2270.104596,2.486617771,113.9387247
2272.591213,2.486617771,113.9315111
2275.077831,2.486617771,113.9242864
2277.564449,2.486617771,113.9170591
2280.051067,2.486617771,113.9098259
2282.537684,2.486617771,113.9026232
2285.024302,2.486617771,113.895318
2287.51092,2.486617771,113.8880276
2289.997538,2.486617771,113.8807955
2292.484155,2.486617771,113.8735012
2294.970773,2.486617771,113.8662546
2297.457391,2.486617771,113.8589999
2299.944009,2.486617771,113.8517345
2302.430627,2.486617771,113.8444637
2304.917244,2.486617771,113.8371872
2307.403862,2.486617771,113.8299048
2309.89048,2.486617771,113.8226165
2312.377098,2.486617771,113.8153221
2314.863715,2.486617771,113.8080214
2317.350333,2.486617771,113.8007143
2319.836951,2.486617771,113.7934007
2322.323569,2.486617771,113.7860807
2324.810186,2.486617771,113.7787681
2327.296804,2.486617771,113.7714037
2329.783422,2.486617771,113.7640723
2332.27004,2.486617771,113.7567335
2334.756658,2.486617771,113.7493443
2337.243275,2.486617771,113.7420059
2339.729893,2.486617771,113.734609
2342.216511,2.486617771,113.7272488
2344.703129,2.486617771,113.7198519
2347.189746,2.486617771,113.7124259
2349.676364,2.486617771,113.7050571
2352.162982,2.486617771,113.6976229
2354.6496,2.486617771,113.6901995
2357.136218,2.486617771,113.6828025
2359.622835,2.486617771,113.6753834
2362.109453,2.486617771,113.6679185
2364.596071,2.486617771,113.6604122
2367.082689,2.486617771,113.6529733
2369.569306,2.486617771,113.6455201
2372.055924,2.486617771,113.6381141
2374.542542,2.486617771,113.6306459
2377.02916,2.486617771,113.6231498
2379.515777,2.486617771,113.6156261
2382.002395,2.486617771,113.6081201
2384.489013,2.486617771,113.6006156
2386.975631,2.486617771,113.5930731
2389.462249,2.486617771,113.5854951
2391.948866,2.486617771,113.5779766
2394.435484,2.486617771,113.5704522
2396.922102,2.486617771,113.5628103
2399.40872,2.486617771,113.5552382
2401.895337,2.486617771,113.5476686
2404.381955,2.486617771,113.5400923
2406.868573,2.486617771,113.5325087
2409.355191,2.486617771,113.5249173
2411.841808,2.486617771,113.5173178
2414.328426,2.486617771,113.50971
2416.815044,2.486617771,113.5020935
2419.301662,2.486617771,113.4944679
2421.78828,2.486617771,113.4868331
2424.274897,2.486617771,113.4791887
2426.761515,2.486617771,113.4715346
2429.248133,2.486617771,113.4638705
2431.734751,2.486617771,113.4561962
2434.221368,2.486617771,113.4485115
2436.707986,2.486617771,113.4408161
2439.194604,2.486617771,113.4331098
2441.681222,2.486617771,113.4253926
2444.167839,2.486617771,113.417664
2446.654457,2.486617771,113.4099241
2449.141075,2.486617771,113.4021725
2451.627693,2.486617771,113.3944091
2454.114311,2.486617771,113.3866337
2456.600928,2.486617771,113.3788462
2459.087546,2.486617771,113.3710464
2461.574164,2.486617771,113.3632342
2464.060782,2.486617771,113.3554095
2466.547399,2.486617771,113.3475721
2469.034017,2.486617771,113.3397292
2471.520635,2.486617771,113.3318121
2474.007253,2.486617771,113.3239235
2476.49387,2.486617771,113.3160298
2478.980488,2.486617771,113.3080731
2481.467106,2.486617771,113.300144
2483.953724,2.486617771,113.2921562
2486.440342,2.486617771,113.2842288
2488.926959,2.486617771,113.2762779
2491.413577,2.486617771,113.2682956
2493.900195,2.486617771,113.2603047
2496.386813,2.486617771,113.2522852
2498.87343,2.486617771,113.2441804
2501.360048,2.486617771,113.2361378
2503.846666,2.486617771,113.2280685
2506.333284,2.486617771,113.2199972
2508.819902,2.486617771,113.2119305
2511.306519,2.486617771,113.2038449
2513.793137,2.486617771,113.195673
2516.279755,2.486617771,113.1875475
2518.766373,2.486617771,113.1794153
2521.25299,2.486617771,113.1713119
2523.739608,2.486617771,113.163155
2526.226226,2.486617771,113.1549868
2528.712844,2.486617771,113.1467949
2531.199461,2.486617771,113.1385784
2533.686079,2.486617771,113.1303453
2536.172697,2.486617771,113.122096
2538.659315,2.486617771,113.1138247
2541.145933,2.486617771,113.105535
2543.63255,2.486617771,113.0972157
2546.119168,2.486617771,113.0888981
2548.605786,2.486617771,113.0806054
2551.092404,2.486617771,113.0722753
2553.579021,2.486617771,113.0639571
2556.065639,2.486617771,113.0555647
2558.552257,2.486617771,113.0471474
2561.038875,2.486617771,113.0387062
2563.525492,2.486617771,113.0303472
2566.01211,2.486617771,113.0219108
2568.498728,2.486617771,113.013434
2570.985346,2.486617771,113.0050368
2573.471964,2.486617771,112.9965636
2575.958581,2.486617771,112.988037
2578.445199,2.486617771,112.9795979
2580.931817,2.486617771,112.9711236
2583.418435,2.486617771,112.9625793
2585.905052,2.486617771,112.9540037
2588.39167,2.486617771,112.9454425
2590.878288,2.486617771,112.9369327
2593.364906,2.486617771,112.9283396
2595.851523,2.486617771,112.9197385
2598.338141,2.486617771,112.911139
2600.824759,2.486617771,112.9023476
2603.311377,2.486617771,112.893715
2605.797995,2.486617771,112.8850023
2608.284612,2.486617771,112.8762826
2610.77123,2.486617771,112.8675467
2613.257848,2.486617771,112.8587662
2615.744466,2.486617771,112.8500752
2618.231083,2.486617771,112.8413197
2620.717701,2.486617771,112.8325609
2623.204319,2.486617771,112.8237715
2625.690937,2.486617771,112.814851
2628.177554,2.486617771,112.8060556
2630.664172,2.486617771,112.7972261
2633.15079,2.486617771,112.7883923
2635.637408,2.486617771,112.7795191
2638.124026,2.486617771,112.770611
2640.610643,2.486617771,112.7617276
2643.097261,2.486617771,112.7528039
2645.583879,2.486617771,112.7438797
2648.070497,2.486617771,112.734873
2650.557114,2.486617771,112.7259104
2653.043732,2.486617771,112.7169609
2655.53035,2.486617771,112.7079508
2658.016968,2.486617771,112.6988862
2660.503586,2.486617771,112.6897992
2662.990203,2.486617771,112.6807705
2665.476821,2.486617771,112.6716984
2667.963439,2.486617771,112.6626291
2670.450057,2.486617771,112.6534347
2672.936674,2.486617771,112.6443354
2675.423292,2.486617771,112.6351555
2677.90991,2.486617771,112.6259137
2680.396528,2.486617771,112.6167241
2682.883145,2.486617771,112.6075054
2685.369763,2.486617771,112.598269
2687.856381,2.486617771,112.5890211
2690.342999,2.486617771,112.5796987
2692.829617,2.486617771,112.5703437
2695.316234,2.486617771,112.5610388
2697.802852,2.486617771,112.5516416
2700.28947,2.486617771,112.5424283
2702.776088,2.486617771,112.5329544
2705.262705,2.486617771,112.5235599
2707.749323,2.486617771,112.5141151
2710.235941,2.486617771,112.5046087
2712.722559,2.486617771,112.4951484
2715.209176,2.486617771,112.4856743
2717.695794,2.486617771,112.4761089
2720.182412,2.486617771,112.4664878
2722.66903,2.486617771,112.4569301
2725.155648,2.486617771,112.4474567
2727.642265,2.486617771,112.437896
2730.128883,2.486617771,112.4282408
2732.615501,2.486617771,112.4185919
2735.102119,2.486617771,112.408936
2737.588736,2.486617771,112.3992404
2740.075354,2.486617771,112.3895224
2742.561972,2.486617771,112.3797347
2745.04859,2.486617771,112.3700171
2747.535207,2.486617771,112.3601968
2750.021825,2.486617771,112.3504248
2752.508443,2.486617771,112.3405883
2754.995061,2.486617771,112.3307086
2757.481679,2.486617771,112.3208174
2759.968296,2.486617771,112.3108885
2762.454914,2.486617771,112.3009815
2764.941532,2.486617771,112.2911041
2767.42815,2.486617771,112.2811451
2769.914767,2.486617771,112.2711309
2772.401385,2.486617771,112.2612598
2774.888003,2.486617771,112.2512801
2777.374621,2.486617771,112.2413126
2779.861239,2.486617771,112.2312873
2782.347856,2.486617771,112.2212336
2784.834474,2.486617771,112.2111521
2787.321092,2.486617771,112.201042
2789.80771,2.486617771,112.1909039
2792.294327,2.486617771,112.1807381
2794.780945,2.486617771,112.170545
2797.267563,2.486617771,112.1603249
2799.754181,2.486617771,112.150078
2802.240798,2.486617771,112.1398046
2804.727416,2.486617771,112.1295048
2807.214034,2.486617771,112.1191788
2809.700652,2.486617771,112.1088265
2812.18727,2.486617771,112.0984482
2814.673887,2.486617771,112.0880439
2817.160505,2.486617771,112.0776136
2819.647123,2.486617771,112.0671573
2822.133741,2.486617771,112.0566751
2824.620358,2.486617771,112.046167
2827.106976,2.486617771,112.0356329
2829.593594,2.486617771,112.0250729
2832.080212,2.486617771,112.014487
2834.566829,2.486617771,112.0038752
2837.053447,2.486617771,111.9932374
2839.540065,2.486617771,111.9825736
2842.026683,2.486617771,111.9718838
2844.513301,2.486617771,111.9611679
2846.999918,2.486617771,111.950426
2849.486536,2.486617771,111.9396579
2851.973154,2.486617771,111.9288637
2854.459772,2.486617771,111.9180432
2856.946389,2.486617771,111.9071965
2859.433007,2.486617771,111.8963235
2861.919625,2.486617771,111.885424
2864.406243,2.486617771,111.8744982
2866.89286,2.486617771,111.8635458
2869.379478,2.486617771,111.8525668
2871.866096,2.486617771,111.8415612
2874.352714,2.486617771,111.8305289
2876.839332,2.486617771,111.8194698
2879.325949,2.486617771,111.8083838
2881.812567,2.486617771,111.7972709
2884.299185,2.486617771,111.786131
2886.785803,2.486617771,111.7749641
2889.27242,2.486617771,111.76377
2891.759038,2.486617771,111.7525487
2894.245656,2.486617771,111.7413001
2896.732274,2.486617771,111.7300241
2899.218891,2.486617771,111.7187207
2901.705509,2.486617771,111.7073905
2904.192127,2.486617771,111.6960321
2906.678745,2.486617771,111.6846455
2909.165363,2.486617771,111.6732052
2911.65198,2.486617771,111.6617689
2914.138598,2.486617771,111.6503081
2916.625216,2.486617771,111.638813
2919.111834,2.486617771,111.6273017
2921.598451,2.486617771,111.6157384
2924.085069,2.486617771,111.6041928
2926.571687,2.486617771,111.5925653
2929.058305,2.486617771,111.5809269
2931.544923,2.486617771,111.5692397
2934.03154,2.486617771,111.5575428
2936.518158,2.486617771,111.5458779
2939.004776,2.486617771,111.5340916
2941.491394,2.486617771,111.5222402
2943.978011,2.486617771,111.5103996
2946.464629,2.486617771,111.498523
2948.951247,2.486617771,111.4866924
2951.437865,2.486617771,111.4747721
2953.924482,2.486617771,111.4628229
2956.4111,2.486617771,111.450848
2958.897718,2.486617771,111.4388327
2961.384336,2.486617771,111.4268198
2963.870954,2.486617771,111.414694
2966.357571,2.486617771,111.4025376
2968.844189,2.486617771,111.390366
2971.330807,2.486617771,111.3781701
2973.817425,2.486617771,111.3659496
2976.304042,2.486617771,111.3537089
2978.79066,2.486617771,111.341443
2981.277278,2.486617771,111.3291553
2983.763896,2.486617771,111.3168414
2986.250513,2.486617771,111.3045035
2988.737131,2.486617771,111.2921391
2991.223749,2.486617771,111.2797488
2993.710367,2.486617771,111.2673314
2996.196985,2.486617771,111.2548861
2998.683602,2.486617771,111.2424101
3001.17022,2.486617771,111.2299089
3003.656838,2.486617771,111.217379
3006.143456,2.486617771,111.2048164
3008.630073,2.486617771,111.1922276
3011.116691,2.486617771,111.1796089
3013.603309,2.486617771,111.1669569
3016.089927,2.486617771,111.1542781
3018.576544,2.486617771,111.1415652
3021.063162,2.486617771,111.1288254
3023.54978,2.486617771,111.1160511
3026.036398,2.486617771,111.103248
3028.523016,2.486617771,111.0904112
3031.009633,2.486617771,111.0775449
3033.496251,2.486617771,111.0646444
3035.982869,2.486617771,111.0517143
3038.469487,2.486617771,111.0387492
3040.956104,2.486617771,111.0257547
3043.442722,2.486617771,111.0127247
3045.92934,2.486617771,110.9996654
3048.415958,2.486617771,110.9865702
3050.902575,2.486617771,110.9734458
3053.389193,2.486617771,110.9602851
3055.875811,2.486617771,110.9470952
3058.362429,2.486617771,110.933869
3060.849047,2.486617771,110.9206133
3063.335664,2.486617771,110.9073225
3065.822282,2.486617771,110.8939999
3068.3089,2.486617771,110.8806416
3070.795518,2.486617771,110.8672484
3073.282135,2.486617771,110.8538392
3075.768753,2.486617771,110.8403943
3078.255371,2.486617771,110.8269269
3080.741989,2.486617771,110.8134318
3083.228607,2.486617771,110.7998252
3085.715224,2.486617771,110.7862644
3088.201842,2.486617771,110.7726746
3090.68846,2.486617771,110.7590153
3093.175078,2.486617771,110.7452612
3095.661695,2.486617771,110.731479
3098.148313,2.486617771,110.7176973
3100.634931,2.486617771,110.7038558
3103.121549,2.486617771,110.6900061
3105.608166,2.486617771,110.6761441
3108.094784,2.486617771,110.6621919
3110.581402,2.486617771,110.648197
3113.06802,2.486617771,110.6341861
3115.554638,2.486617771,110.620167
3118.041255,2.486617771,110.6061194
3120.527873,2.486617771,110.5920631
3123.014491,2.486617771,110.5779152
3125.501109,2.486617771,110.5637656
3127.987726,2.486617771,110.5495389
3130.474344,2.486617771,110.5352653
3132.960962,2.486617771,110.5209521
3135.44758,2.486617771,110.5066058
3137.934197,2.486617771,110.4922283
3140.420815,2.486617771,110.4778197
3142.907433,2.486617771,110.4633799
3145.394051,2.486617771,110.4489089
3147.880669,2.486617771,110.4344088
3150.367286,2.486617771,110.4199003
3152.853904,2.486617771,110.4053596
3155.340522,2.486617771,110.3907782
3157.82714,2.486617771,110.3761566
3160.313757,2.486617771,110.3614793
3162.800375,2.486617771,110.3467609
3165.286993,2.486617771,110.3320077
3167.773611,2.486617771,110.3172193
3170.260228,2.486617771,110.3023975
3172.746846,2.486617771,110.287542
3175.233464,2.486617771,110.272654
3177.720082,2.486617771,110.2577336
3180.2067,2.486617771,110.2427813
3182.693317,2.486617771,110.2277969
3185.179935,2.486617771,110.2127794
3187.666553,2.486617771,110.1977286
3190.153171,2.486617771,110.1826458
3192.639788,2.486617771,110.1675315
3195.126406,2.486617771,110.152383
3197.613024,2.486617771,110.1372049
3200.099642,2.486617771,110.1219972
3202.586259,2.486617771,110.1068221
3205.072877,2.486617771,110.091483
3207.559495,2.486617771,110.0761768
3210.046113,2.486617771,110.0608711
3212.532731,2.486617771,110.0455571
3215.019348,2.486617771,110.0300992
3217.505966,2.486617771,110.0146124
3219.992584,2.486617771,109.9991259
3222.479202,2.486617771,109.9835625
3224.965819,2.486617771,109.9679644
3227.452437,2.486617771,109.9523326
3229.939055,2.486617771,109.9366642
3232.425673,2.486617771,109.9209611
3234.912291,2.486617771,109.9052223
3237.398908,2.486617771,109.8894488
3239.885526,2.486617771,109.8736402
3242.372144,2.486617771,109.8577971
3244.858762,2.486617771,109.8419193
3247.345379,2.486617771,109.8260073
3249.831997,2.486617771,109.810061
3252.318615,2.486617771,109.7940808
3254.805233,2.486617771,109.7780665
3257.29185,2.486617771,109.7620182
3259.778468,2.486617771,109.7459352
3262.265086,2.486617771,109.7298163
3264.751704,2.486617771,109.7136603
3267.238322,2.486617771,109.6974681
3269.724939,2.486617771,109.6812402
3272.211557,2.486617771,109.6649771
3274.698175,2.486617771,109.6486793
3277.184793,2.486617771,109.6323467
3279.67141,2.486617771,109.6159796
3282.158028,2.486617771,109.5995783
3284.644646,2.486617771,109.583144
3287.131264,2.486617771,109.5666636
3289.617881,2.486617771,109.5501424
3292.104499,2.486617771,109.5336227
3294.591117,2.486617771,109.5170411
3297.077735,2.486617771,109.5003807
3299.564353,2.486617771,109.4837401
3302.05097,2.486617771,109.4670415
3304.537588,2.486617771,109.450281
3307.024206,2.486617771,109.4334753
3309.510824,2.486617771,109.4166337
3311.997441,2.486617771,109.3997612
3314.484059,2.486617771,109.3828539
3316.970677,2.486617771,109.3659138
3319.457295,2.486617771,109.348939
3321.943912,2.486617771,109.3319302
3324.43053,2.486617771,109.3148868
3326.917148,2.486617771,109.2978089
3329.403766,2.486617771,109.2806967
3331.890384,2.486617771,109.263551
3334.377001,2.486617771,109.2463715
3336.863619,2.486617771,109.229158
3339.350237,2.486617771,109.2119062
3341.836855,2.486617771,109.1946071
3344.323472,2.486617771,109.17732
3346.81009,2.486617771,109.1600056
3349.296708,2.486617771,109.1425852
3351.783326,2.486617771,109.1251277
3354.269944,2.486617771,109.1076641
3356.756561,2.486617771,109.0901109
3359.243179,2.486617771,109.0725656
3361.729797,2.486617771,109.0549834
3364.216415,2.486617771,109.037317
3366.703032,2.486617771,109.0196493
3369.18965,2.486617771,109.0019093
3371.676268,2.486617771,108.9841395
3374.162886,2.486617771,108.9663185
3376.649503,2.486617771,108.9484713
3379.136121,2.486617771,108.9305734
3381.622739,2.486617771,108.9126488
3384.109357,2.486617771,108.8946756
3386.595975,2.486617771,108.8766737
3389.082592,2.486617771,108.8586255
3391.56921,2.486617771,108.8405464
3394.055828,2.486617771,108.8224231
3396.542446,2.486617771,108.804267
3399.029063,2.486617771,108.7860686
3401.515681,2.486617771,108.7678358
3404.002299,2.486617771,108.7495619
3406.488917,2.486617771,108.7312527
3408.975534,2.486617771,108.7129033
3411.462152,2.486617771,108.6945178
3413.94877,2.486617771,108.6760927
3416.435388,2.486617771,108.6576311
3418.922006,2.486617771,108.6391303
3421.408623,2.486617771,108.6205925
3423.895241,2.486617771,108.602016
3426.381859,2.486617771,108.5834021
3428.868477,2.486617771,108.5647497
3431.355094,2.486617771,108.5460598
3433.841712,2.486617771,108.5273314
3436.32833,2.486617771,108.5085653
3438.814948,2.486617771,108.4897608
3441.301565,2.486617771,108.4709186
3443.788183,2.486617771,108.4520378
3446.274801,2.486617771,108.4331192
3448.761419,2.486617771,108.414162
3451.248037,2.486617771,108.3951668
3453.734654,2.486617771,108.3761329
3456.221272,2.486617771,108.3570609
3458.70789,2.486617771,108.3379499
3461.194508,2.486617771,108.3188006
3463.681125,2.486617771,108.299612
3466.167743,2.486617771,108.2803848
3468.654361,2.486617771,108.2611176
3471.140979,2.486617771,108.2418113
3473.627596,2.486617771,108.2224636
3476.114214,2.486617771,108.2030752
3478.600832,2.486617771,108.1836409
3481.08745,2.486617771,108.1641341
3483.574068,2.486617771,108.1448869
3486.060685,2.486617771,108.1253342
3488.547303,2.486617771,108.10576
3491.033921,2.486617771,108.0861486
3493.520539,2.486617771,108.0666041
3496.007156,2.486617771,108.0468966
3498.493774,2.486617771,108.0272276
3500.980392,2.486617771,108.0075065
3503.46701,2.486617771,107.9877114
3505.953628,2.486617771,107.9679105
3508.440245,2.486617771,107.948108
3510.926863,2.486617771,107.9282402
3513.413481,2.486617771,107.9083215
3515.900099,2.486617771,107.8883714
3518.386716,2.486617771,107.8684055
3520.873334,2.486617771,107.8484043
3523.359952,2.486617771,107.8283631
3525.84657,2.486617771,107.8082786
3528.333187,2.486617771,107.7881623
3530.819805,2.486617771,107.7679893
3533.306423,2.486617771,107.7477062
3535.793041,2.486617771,107.7274132
3538.279659,2.486617771,107.7071023
3540.766276,2.486617771,107.6868301
3543.252894,2.486617771,107.6665007
3545.739512,2.486617771,107.6460566
3548.22613,2.486617771,107.6256128
3550.712747,2.486617771,107.6051617
3553.199365,2.486617771,107.5846415
3555.685983,2.486617771,107.5641041
3558.172601,2.486617771,107.5435254
3560.659218,2.486617771,107.5228924
3563.145836,2.486617771,107.5022091
3565.632454,2.486617771,107.4815285
3568.119072,2.486617771,107.4608116
3570.60569,2.486617771,107.4400608
3573.092307,2.486617771,107.419275
3575.578925,2.486617771,107.3984532
3578.065543,2.486617771,107.3775949
3580.552161,2.486617771,107.3566998
3583.038778,2.486617771,107.3357675
3585.525396,2.486617771,107.3147976
3588.012014,2.486617771,107.2937899
3590.498632,2.486617771,107.2727442
3592.985249,2.486617771,107.25166
3595.471867,2.486617771,107.2305374
3597.958485,2.486617771,107.209376
3600.445103,2.486617771,107.1881758
3602.931721,2.486617771,107.1669367
3605.418338,2.486617771,107.1456588
3607.904956,2.486617771,107.1243423
3610.391574,2.486617771,107.1029876
3612.878192,2.486617771,107.0815955
3615.364809,2.486617771,107.0601667
3617.851427,2.486617771,107.0387023
3620.338045,2.486617771,107.0172023
3622.824663,2.486617771,106.9956664
3625.31128,2.486617771,106.9740934
3627.797898,2.486617771,106.952482
3630.284516,2.486617771,106.9308311
3632.771134,2.486617771,106.9091398
3635.257752,2.486617771,106.8874073
3637.744369,2.486617771,106.8656334
3640.230987,2.486617771,106.8438177
3642.717605,2.486617771,106.8219602
3645.204223,2.486617771,106.800061
3647.69084,2.486617771,106.7781204
3650.000015,2.309174169,106.7569155
3652.487826,2.487811558,106.7356891
3654.975638,2.487811558,106.7136159
3657.463449,2.487811558,106.6915035
3659.951261,2.487811558,106.6693517
3662.439072,2.487811558,106.6471605
3664.926884,2.487811558,106.6249306
3667.414696,2.487811558,106.6026622
3669.902507,2.487811558,106.5803559
3672.390319,2.487811558,106.5580119
3674.87813,2.487811558,106.5356306
3677.365942,2.487811558,106.5132123
3679.853753,2.487811558,106.4907573
3682.341565,2.487811558,106.4682489
3684.829376,2.487811558,106.44569
3687.317188,2.487811558,106.4231015
3689.805,2.487811558,106.4004845
3692.292811,2.487811558,106.377838
3694.780623,2.487811558,106.3551614
3697.268434,2.487811558,106.3324538
3699.756246,2.487811558,106.3097146
3702.244057,2.487811558,106.2869432
3704.731869,2.487811558,106.2641392
3707.21968,2.487811558,106.241302
3709.707492,2.487811558,106.2184313
3712.195304,2.487811558,106.1955266
3714.683115,2.487811558,106.1725878
3717.170927,2.487811558,106.1496145
3719.658738,2.487811558,106.1266065
3722.14655,2.487811558,106.1035636
3724.634361,2.487811558,106.0804857
3727.122173,2.487811558,106.0573726
3729.609984,2.487811558,106.0342242
3732.097796,2.487811558,106.0110404
3734.585608,2.487811558,105.9878211
3737.073419,2.487811558,105.9645663
3739.561231,2.487811558,105.9412758
3742.049042,2.487811558,105.9179497
3744.536854,2.487811558,105.8945879
3747.024665,2.487811558,105.8711904
3749.512477,2.487811558,105.8477572
3752.000288,2.487811558,105.8242882
3754.4881,2.487811558,105.8007836
3756.975912,2.487811558,105.7772432
3759.463723,2.487811558,105.7536671
3761.951535,2.487811558,105.7300554
3764.439346,2.487811558,105.706408
3766.927158,2.487811558,105.682725
3769.414969,2.487811558,105.6590064
3771.902781,2.487811558,105.6352523
3774.390593,2.487811558,105.6114626
3776.878404,2.487811558,105.5876375
3779.366216,2.487811558,105.5637769
3781.854027,2.487811558,105.5398809
3784.341839,2.487811558,105.5159496
3786.82965,2.487811558,105.491983
3789.317462,2.487811558,105.4679812
3791.805273,2.487811558,105.4439441
3794.293085,2.487811558,105.4198719
3796.780897,2.487811558,105.3957646
3799.268708,2.487811558,105.3716223
3801.75652,2.487811558,105.3474449
3804.244331,2.487811558,105.3232326
3806.732143,2.487811558,105.2989854
3809.219954,2.487811558,105.2747034
3811.707766,2.487811558,105.2503865
3814.195577,2.487811558,105.2260349
3816.683389,2.487811558,105.2016487
3819.171201,2.487811558,105.1772277
3821.659012,2.487811558,105.1527722
3824.146824,2.487811558,105.1282821
3826.634635,2.487811558,105.1037575
3829.122447,2.487811558,105.0791985
3831.610258,2.487811558,105.0546051
3834.09807,2.487811558,105.0299773
3836.585881,2.487811558,105.0053151
3839.073693,2.487811558,104.9806187
3841.561505,2.487811558,104.9558881
3844.049316,2.487811558,104.9311233
3846.537128,2.487811558,104.9063244
3849.024939,2.487811558,104.8814913
3851.512751,2.487811558,104.8566243
3854.000562,2.487811558,104.8317232
3856.488374,2.487811558,104.8067881
3858.976186,2.487811558,104.7818191
3861.463997,2.487811558,104.7568162
3863.951809,2.487811558,104.7317795
3866.43962,2.487811558,104.7067089
3868.927432,2.487811558,104.6816046
3871.415243,2.487811558,104.6564666
3873.903055,2.487811558,104.6312714
3876.390866,2.487811558,104.6060282
3878.878678,2.487811558,104.580757
