%       "time"           "x"            "y"           "z"      "uindex"    "i"  "j"  "k"          "head"           "temp"           "pres"    "satn"           "epot"             "vx"             "vy"             "vz"          "bhpr"            "kz" 
%
  0.250000000E+01  0.240250E+04   0.142500E+04   0.725000E+03         2    65    30    15  0.19484292E+04   0.85246160E+02   0.11723682E+02   0.00000000E+00   0.00000000E+00   0.29626911E-06  -0.25476288E-07   0.53746569E-08   0.11510216E+02   0.58500000E-13
%
  0.275000000E+01  0.240250E+04   0.142500E+04   0.725000E+03         2    65    30    15  0.19484317E+04   0.85258413E+02   0.11723611E+02   0.00000000E+00   0.00000000E+00   0.30431030E-06  -0.25931397E-07   0.53930637E-08   0.11510176E+02   0.58500000E-13
%
  0.300000000E+01  0.240250E+04   0.142500E+04   0.725000E+03         2    65    30    15  0.19484343E+04   0.85268913E+02   0.11723553E+02   0.00000000E+00   0.00000000E+00   0.31159697E-06  -0.26343290E-07   0.54113498E-08   0.11510145E+02   0.58500000E-13
%
  0.325000000E+01  0.240250E+04   0.142500E+04   0.725000E+03         2    65    30    15  0.19484369E+04   0.85278005E+02   0.11723507E+02   0.00000000E+00   0.00000000E+00   0.31825140E-06  -0.26718417E-07   0.54294367E-08   0.11510121E+02   0.58500000E-13
%
  0.350000000E+01  0.240250E+04   0.142500E+04   0.725000E+03         2    65    30    15  0.19484393E+04   0.85285946E+02   0.11723468E+02   0.00000000E+00   0.00000000E+00   0.32436785E-06  -0.27061934E-07   0.54473431E-08   0.11510103E+02   0.58500000E-13
%
  0.375000000E+01  0.240250E+04   0.142500E+04   0.725000E+03         2    65    30    15  0.19484417E+04   0.85292932E+02   0.11723435E+02   0.00000000E+00   0.00000000E+00   0.33002022E-06  -0.27377685E-07   0.54651333E-08   0.11510088E+02   0.58500000E-13
%
  0.400000000E+01  0.240250E+04   0.142500E+04   0.725000E+03         2    65    30    15  0.19484438E+04   0.85299113E+02   0.11723408E+02   0.00000000E+00   0.00000000E+00   0.33526786E-06  -0.27669039E-07   0.54828776E-08   0.11510076E+02   0.58500000E-13
%
  0.425000000E+01  0.240250E+04   0.142500E+04   0.725000E+03         2    65    30    15  0.19484459E+04   0.85304609E+02   0.11723384E+02   0.00000000E+00   0.00000000E+00   0.34015868E-06  -0.27938619E-07   0.55006470E-08   0.11510066E+02   0.58500000E-13
%
  0.450000000E+01  0.240250E+04   0.142500E+04   0.725000E+03         2    65    30    15  0.19484478E+04   0.85309513E+02   0.11723364E+02   0.00000000E+00   0.00000000E+00   0.34473221E-06  -0.28188836E-07   0.55185013E-08   0.11510058E+02   0.58500000E-13
%
  0.475000000E+01  0.240250E+04   0.142500E+04   0.725000E+03         2    65    30    15  0.19484495E+04   0.85313903E+02   0.11723346E+02   0.00000000E+00   0.00000000E+00   0.34902130E-06  -0.28421588E-07   0.55364915E-08   0.11510051E+02   0.58500000E-13
%
  0.500000000E+01  0.240250E+04   0.142500E+04   0.725000E+03         2    65    30    15  0.19484511E+04   0.85317842E+02   0.11723330E+02   0.00000000E+00   0.00000000E+00   0.35305371E-06  -0.28638440E-07   0.55546578E-08   0.11510045E+02   0.58500000E-13
%
  0.525000000E+01  0.240250E+04   0.142500E+04   0.725000E+03         2    65    30    15  0.19484525E+04   0.85321381E+02   0.11723316E+02   0.00000000E+00   0.00000000E+00   0.35685295E-06  -0.28840842E-07   0.55730327E-08   0.11510040E+02   0.58500000E-13
%
  0.550000000E+01  0.240250E+04   0.142500E+04   0.725000E+03         2    65    30    15  0.19484538E+04   0.85324565E+02   0.11723303E+02   0.00000000E+00   0.00000000E+00   0.36043919E-06  -0.29030030E-07   0.55916399E-08   0.11510035E+02   0.58500000E-13
%
  0.575000000E+01  0.240250E+04   0.142500E+04   0.725000E+03         2    65    30    15  0.19484549E+04   0.85327430E+02   0.11723292E+02   0.00000000E+00   0.00000000E+00   0.36382994E-06  -0.29207054E-07   0.56104974E-08   0.11510031E+02   0.58500000E-13
%
  0.600000000E+01  0.240250E+04   0.142500E+04   0.725000E+03         2    65    30    15  0.19484560E+04   0.85330006E+02   0.11723281E+02   0.00000000E+00   0.00000000E+00   0.36704050E-06  -0.29372994E-07   0.56296169E-08   0.11510027E+02   0.58500000E-13
%
  0.625000000E+01  0.240250E+04   0.142500E+04   0.725000E+03         2    65    30    15  0.19484569E+04   0.85332321E+02   0.11723272E+02   0.00000000E+00   0.00000000E+00   0.37008413E-06  -0.29528450E-07   0.56490099E-08   0.11510024E+02   0.58500000E-13
%
  0.650000000E+01  0.240250E+04   0.142500E+04   0.725000E+03         2    65    30    15  0.19484577E+04   0.85334398E+02   0.11723263E+02   0.00000000E+00   0.00000000E+00   0.37297277E-06  -0.29674344E-07   0.56686797E-08   0.11510020E+02   0.58500000E-13
%
  0.675000000E+01  0.240250E+04   0.142500E+04   0.725000E+03         2    65    30    15  0.19484583E+04   0.85336256E+02   0.11723255E+02   0.00000000E+00   0.00000000E+00   0.37571690E-06  -0.29811316E-07   0.56886271E-08   0.11510017E+02   0.58500000E-13
%
  0.700000000E+01  0.240250E+04   0.142500E+04   0.725000E+03         2    65    30    15  0.19484589E+04   0.85337912E+02   0.11723248E+02   0.00000000E+00   0.00000000E+00   0.37832592E-06  -0.29939955E-07   0.57088542E-08   0.11510013E+02   0.58500000E-13
%
  0.725000000E+01  0.240250E+04   0.142500E+04   0.725000E+03         2    65    30    15  0.19484594E+04   0.85339383E+02   0.11723241E+02   0.00000000E+00   0.00000000E+00   0.38080826E-06  -0.30060813E-07   0.57293621E-08   0.11510010E+02   0.58500000E-13
%
  0.750000000E+01  0.240250E+04   0.142500E+04   0.725000E+03         2    65    30    15  0.19484598E+04   0.85340682E+02   0.11723235E+02   0.00000000E+00   0.00000000E+00   0.38317156E-06  -0.30174379E-07   0.57501432E-08   0.11510007E+02   0.58500000E-13
%
  0.775000000E+01  0.240250E+04   0.142500E+04   0.725000E+03         2    65    30    15  0.19484601E+04   0.85341820E+02   0.11723228E+02   0.00000000E+00   0.00000000E+00   0.38542268E-06  -0.30281114E-07   0.57711977E-08   0.11510004E+02   0.58500000E-13
%
  0.800000000E+01  0.240250E+04   0.142500E+04   0.725000E+03         2    65    30    15  0.19484603E+04   0.85342807E+02   0.11723223E+02   0.00000000E+00   0.00000000E+00   0.38756791E-06  -0.30381416E-07   0.57925217E-08   0.11510001E+02   0.58500000E-13
%
  0.825000000E+01  0.240250E+04   0.142500E+04   0.725000E+03         2    65    30    15  0.19484605E+04   0.85343655E+02   0.11723218E+02   0.00000000E+00   0.00000000E+00   0.38961296E-06  -0.30475630E-07   0.58141102E-08   0.11509998E+02   0.58500000E-13
%
  0.850000000E+01  0.240250E+04   0.142500E+04   0.725000E+03         2    65    30    15  0.19484605E+04   0.85344371E+02   0.11723213E+02   0.00000000E+00   0.00000000E+00   0.39156310E-06  -0.30564171E-07   0.58359563E-08   0.11509994E+02   0.58500000E-13
%
  0.875000000E+01  0.240250E+04   0.142500E+04   0.725000E+03         2    65    30    15  0.19484605E+04   0.85344962E+02   0.11723208E+02   0.00000000E+00   0.00000000E+00   0.39342315E-06  -0.30647311E-07   0.58580563E-08   0.11509991E+02   0.58500000E-13
%
  0.900000000E+01  0.240250E+04   0.142500E+04   0.725000E+03         2    65    30    15  0.19484605E+04   0.85345437E+02   0.11723203E+02   0.00000000E+00   0.00000000E+00   0.39519753E-06  -0.30725338E-07   0.58804044E-08   0.11509988E+02   0.58500000E-13
%
  0.925000000E+01  0.240250E+04   0.142500E+04   0.725000E+03         2    65    30    15  0.19484603E+04   0.85345800E+02   0.11723199E+02   0.00000000E+00   0.00000000E+00   0.39689037E-06  -0.30798540E-07   0.59029945E-08   0.11509985E+02   0.58500000E-13
%
  0.950000000E+01  0.240250E+04   0.142500E+04   0.725000E+03         2    65    30    15  0.19484601E+04   0.85346059E+02   0.11723195E+02   0.00000000E+00   0.00000000E+00   0.39850546E-06  -0.30867161E-07   0.59258206E-08   0.11509982E+02   0.58500000E-13
%
  0.975000000E+01  0.240250E+04   0.142500E+04   0.725000E+03         2    65    30    15  0.19484599E+04   0.85346218E+02   0.11723192E+02   0.00000000E+00   0.00000000E+00   0.40004634E-06  -0.30931432E-07   0.59488782E-08   0.11509978E+02   0.58500000E-13
%
  0.100000000E+02  0.240250E+04   0.142500E+04   0.725000E+03         2    65    30    15  0.19484595E+04   0.85346283E+02   0.11723188E+02   0.00000000E+00   0.00000000E+00   0.40151630E-06  -0.30991598E-07   0.59721598E-08   0.11509975E+02   0.58500000E-13
%
  0.102500000E+02  0.240250E+04   0.142500E+04   0.725000E+03         2    65    30    15  0.19484592E+04   0.85346257E+02   0.11723185E+02   0.00000000E+00   0.00000000E+00   0.40291842E-06  -0.31047795E-07   0.59956604E-08   0.11509971E+02   0.58500000E-13
%
  0.105000000E+02  0.240250E+04   0.142500E+04   0.725000E+03         2    65    30    15  0.19484587E+04   0.85346146E+02   0.11723182E+02   0.00000000E+00   0.00000000E+00   0.40425556E-06  -0.31100275E-07   0.60193723E-08   0.11509968E+02   0.58500000E-13
%
  0.107500000E+02  0.240250E+04   0.142500E+04   0.725000E+03         2    65    30    15  0.19484583E+04   0.85345953E+02   0.11723179E+02   0.00000000E+00   0.00000000E+00   0.40553040E-06  -0.31149194E-07   0.60432905E-08   0.11509965E+02   0.58500000E-13
%
  0.110000000E+02  0.240250E+04   0.142500E+04   0.725000E+03         2    65    30    15  0.19484578E+04   0.85345681E+02   0.11723176E+02   0.00000000E+00   0.00000000E+00   0.40674547E-06  -0.31194740E-07   0.60674158E-08   0.11509961E+02   0.58500000E-13
%
  0.112500000E+02  0.240250E+04   0.142500E+04   0.725000E+03         2    65    30    15  0.19484572E+04   0.85345334E+02   0.11723173E+02   0.00000000E+00   0.00000000E+00   0.40790313E-06  -0.31237002E-07   0.60917371E-08   0.11509958E+02   0.58500000E-13
%
  0.115000000E+02  0.240250E+04   0.142500E+04   0.725000E+03         2    65    30    15  0.19484566E+04   0.85344915E+02   0.11723171E+02   0.00000000E+00   0.00000000E+00   0.40900563E-06  -0.31276233E-07   0.61162510E-08   0.11509954E+02   0.58500000E-13
%
  0.117500000E+02  0.240250E+04   0.142500E+04   0.725000E+03         2    65    30    15  0.19484559E+04   0.85344428E+02   0.11723169E+02   0.00000000E+00   0.00000000E+00   0.41005505E-06  -0.31312499E-07   0.61409508E-08   0.11509951E+02   0.58500000E-13
%
  0.120000000E+02  0.240250E+04   0.142500E+04   0.725000E+03         2    65    30    15  0.19484553E+04   0.85343874E+02   0.11723166E+02   0.00000000E+00   0.00000000E+00   0.41105339E-06  -0.31345928E-07   0.61658328E-08   0.11509947E+02   0.58500000E-13
%
  0.122500000E+02  0.240250E+04   0.142500E+04   0.725000E+03         2    65    30    15  0.19484545E+04   0.85343256E+02   0.11723164E+02   0.00000000E+00   0.00000000E+00   0.41200253E-06  -0.31376688E-07   0.61908929E-08   0.11509943E+02   0.58500000E-13
%
  0.125000000E+02  0.240250E+04   0.142500E+04   0.725000E+03         2    65    30    15  0.19484538E+04   0.85342578E+02   0.11723162E+02   0.00000000E+00   0.00000000E+00   0.41290423E-06  -0.31404848E-07   0.62161260E-08   0.11509940E+02   0.58500000E-13
%
  0.127500000E+02  0.240250E+04   0.142500E+04   0.725000E+03         2    65    30    15  0.19484530E+04   0.85341840E+02   0.11723161E+02   0.00000000E+00   0.00000000E+00   0.41376020E-06  -0.31430545E-07   0.62415275E-08   0.11509936E+02   0.58500000E-13
%
  0.130000000E+02  0.240250E+04   0.142500E+04   0.725000E+03         2    65    30    15  0.19484522E+04   0.85341046E+02   0.11723159E+02   0.00000000E+00   0.00000000E+00   0.41457201E-06  -0.31453872E-07   0.62670935E-08   0.11509933E+02   0.58500000E-13
%
  0.132500000E+02  0.240250E+04   0.142500E+04   0.725000E+03         2    65    30    15  0.19484513E+04   0.85340197E+02   0.11723158E+02   0.00000000E+00   0.00000000E+00   0.41534118E-06  -0.31474955E-07   0.62928201E-08   0.11509929E+02   0.58500000E-13
%
  0.135000000E+02  0.240250E+04   0.142500E+04   0.725000E+03         2    65    30    15  0.19484504E+04   0.85339295E+02   0.11723156E+02   0.00000000E+00   0.00000000E+00   0.41606917E-06  -0.31493835E-07   0.63187032E-08   0.11509925E+02   0.58500000E-13
%
  0.137500000E+02  0.240250E+04   0.142500E+04   0.725000E+03         2    65    30    15  0.19484495E+04   0.85338342E+02   0.11723155E+02   0.00000000E+00   0.00000000E+00   0.41675737E-06  -0.31510685E-07   0.63447384E-08   0.11509921E+02   0.58500000E-13
%
  0.140000000E+02  0.240250E+04   0.142500E+04   0.725000E+03         2    65    30    15  0.19484485E+04   0.85337341E+02   0.11723154E+02   0.00000000E+00   0.00000000E+00   0.41740702E-06  -0.31525519E-07   0.63709233E-08   0.11509918E+02   0.58500000E-13
%
  0.142500000E+02  0.240250E+04   0.142500E+04   0.725000E+03         2    65    30    15  0.19484476E+04   0.85336292E+02   0.11723153E+02   0.00000000E+00   0.00000000E+00   0.41801939E-06  -0.31538432E-07   0.63972510E-08   0.11509914E+02   0.58500000E-13
%
  0.145000000E+02  0.240250E+04   0.142500E+04   0.725000E+03         2    65    30    15  0.19484466E+04   0.85335197E+02   0.11723152E+02   0.00000000E+00   0.00000000E+00   0.41859573E-06  -0.31549534E-07   0.64237246E-08   0.11509910E+02   0.58500000E-13
%
  0.147500000E+02  0.240250E+04   0.142500E+04   0.725000E+03         2    65    30    15  0.19484455E+04   0.85334058E+02   0.11723151E+02   0.00000000E+00   0.00000000E+00   0.41913714E-06  -0.31558910E-07   0.64503366E-08   0.11509907E+02   0.58500000E-13
%
  0.150000000E+02  0.240250E+04   0.142500E+04   0.725000E+03         2    65    30    15  0.19484445E+04   0.85332876E+02   0.11723150E+02   0.00000000E+00   0.00000000E+00   0.41964466E-06  -0.31566536E-07   0.64770851E-08   0.11509903E+02   0.58500000E-13
%
  0.152500000E+02  0.240250E+04   0.142500E+04   0.725000E+03         2    65    30    15  0.19484434E+04   0.85331652E+02   0.11723149E+02   0.00000000E+00   0.00000000E+00   0.42011941E-06  -0.31572621E-07   0.65039670E-08   0.11509899E+02   0.58500000E-13
%
  0.155000000E+02  0.240250E+04   0.142500E+04   0.725000E+03         2    65    30    15  0.19484423E+04   0.85330388E+02   0.11723149E+02   0.00000000E+00   0.00000000E+00   0.42056233E-06  -0.31577098E-07   0.65309783E-08   0.11509895E+02   0.58500000E-13
%
  0.157500000E+02  0.240250E+04   0.142500E+04   0.725000E+03         2    65    30    15  0.19484412E+04   0.85329085E+02   0.11723148E+02   0.00000000E+00   0.00000000E+00   0.42097437E-06  -0.31580099E-07   0.65581165E-08   0.11509892E+02   0.58500000E-13
%
  0.160000000E+02  0.240250E+04   0.142500E+04   0.725000E+03         2    65    30    15  0.19484400E+04   0.85327744E+02   0.11723148E+02   0.00000000E+00   0.00000000E+00   0.42135648E-06  -0.31581651E-07   0.65853784E-08   0.11509888E+02   0.58500000E-13
%
  0.162500000E+02  0.240250E+04   0.142500E+04   0.725000E+03         2    65    30    15  0.19484389E+04   0.85326367E+02   0.11723148E+02   0.00000000E+00   0.00000000E+00   0.42170952E-06  -0.31581847E-07   0.66127630E-08   0.11509884E+02   0.58500000E-13
%
  0.165000000E+02  0.240250E+04   0.142500E+04   0.725000E+03         2    65    30    15  0.19484377E+04   0.85324955E+02   0.11723147E+02   0.00000000E+00   0.00000000E+00   0.42203432E-06  -0.31580705E-07   0.66402657E-08   0.11509880E+02   0.58500000E-13
%
  0.167500000E+02  0.240250E+04   0.142500E+04   0.725000E+03         2    65    30    15  0.19484365E+04   0.85323507E+02   0.11723147E+02   0.00000000E+00   0.00000000E+00   0.42233171E-06  -0.31578316E-07   0.66678864E-08   0.11509877E+02   0.58500000E-13
%
  0.170000000E+02  0.240250E+04   0.142500E+04   0.725000E+03         2    65    30    15  0.19484353E+04   0.85322027E+02   0.11723147E+02   0.00000000E+00   0.00000000E+00   0.42260244E-06  -0.31574680E-07   0.66956220E-08   0.11509873E+02   0.58500000E-13
%
  0.172500000E+02  0.240250E+04   0.142500E+04   0.725000E+03         2    65    30    15  0.19484340E+04   0.85320514E+02   0.11723147E+02   0.00000000E+00   0.00000000E+00   0.42284730E-06  -0.31569928E-07   0.67234694E-08   0.11509869E+02   0.58500000E-13
%
  0.175000000E+02  0.240250E+04   0.142500E+04   0.725000E+03         2    65    30    15  0.19484328E+04   0.85318970E+02   0.11723147E+02   0.00000000E+00   0.00000000E+00   0.42306696E-06  -0.31564016E-07   0.67514264E-08   0.11509865E+02   0.58500000E-13
%
  0.177500000E+02  0.240250E+04   0.142500E+04   0.725000E+03         2    65    30    15  0.19484315E+04   0.85317395E+02   0.11723148E+02   0.00000000E+00   0.00000000E+00   0.42326212E-06  -0.31557008E-07   0.67794918E-08   0.11509861E+02   0.58500000E-13
%
  0.180000000E+02  0.240250E+04   0.142500E+04   0.725000E+03         2    65    30    15  0.19484302E+04   0.85315790E+02   0.11723148E+02   0.00000000E+00   0.00000000E+00   0.42343348E-06  -0.31549014E-07   0.68076634E-08   0.11509858E+02   0.58500000E-13
%
  0.182500000E+02  0.240250E+04   0.142500E+04   0.725000E+03         2    65    30    15  0.19484289E+04   0.85314156E+02   0.11723148E+02   0.00000000E+00   0.00000000E+00   0.42358163E-06  -0.31539964E-07   0.68359395E-08   0.11509854E+02   0.58500000E-13
%
  0.185000000E+02  0.240250E+04   0.142500E+04   0.725000E+03         2    65    30    15  0.19484276E+04   0.85312495E+02   0.11723149E+02   0.00000000E+00   0.00000000E+00   0.42370725E-06  -0.31530013E-07   0.68643168E-08   0.11509850E+02   0.58500000E-13
%
  0.187500000E+02  0.240250E+04   0.142500E+04   0.725000E+03         2    65    30    15  0.19484262E+04   0.85310806E+02   0.11723149E+02   0.00000000E+00   0.00000000E+00   0.42381088E-06  -0.31519096E-07   0.68927949E-08   0.11509846E+02   0.58500000E-13
%
  0.190000000E+02  0.240250E+04   0.142500E+04   0.725000E+03         2    65    30    15  0.19484249E+04   0.85309090E+02   0.11723150E+02   0.00000000E+00   0.00000000E+00   0.42389314E-06  -0.31507368E-07   0.69213716E-08   0.11509843E+02   0.58500000E-13
%
  0.192500000E+02  0.240250E+04   0.142500E+04   0.725000E+03         2    65    30    15  0.19484235E+04   0.85307349E+02   0.11723150E+02   0.00000000E+00   0.00000000E+00   0.42395456E-06  -0.31494758E-07   0.69500452E-08   0.11509839E+02   0.58500000E-13
%
  0.195000000E+02  0.240250E+04   0.142500E+04   0.725000E+03         2    65    30    15  0.19484221E+04   0.85305583E+02   0.11723151E+02   0.00000000E+00   0.00000000E+00   0.42399567E-06  -0.31481337E-07   0.69788142E-08   0.11509835E+02   0.58500000E-13
%
  0.197500000E+02  0.240250E+04   0.142500E+04   0.725000E+03         2    65    30    15  0.19484207E+04   0.85303792E+02   0.11723152E+02   0.00000000E+00   0.00000000E+00   0.42401696E-06  -0.31467063E-07   0.70076773E-08   0.11509831E+02   0.58500000E-13
%
  0.200000000E+02  0.240250E+04   0.142500E+04   0.725000E+03         2    65    30    15  0.19484193E+04   0.85301978E+02   0.11723152E+02   0.00000000E+00   0.00000000E+00   0.42401901E-06  -0.31452146E-07   0.70366326E-08   0.11509827E+02   0.58500000E-13
%
  0.202500000E+02  0.240250E+04   0.142500E+04   0.725000E+03         2    65    30    15  0.19484179E+04   0.85300140E+02   0.11723153E+02   0.00000000E+00   0.00000000E+00   0.42400225E-06  -0.31436480E-07   0.70656783E-08   0.11509824E+02   0.58500000E-13
%
  0.205000000E+02  0.240250E+04   0.142500E+04   0.725000E+03         2    65    30    15  0.19484165E+04   0.85298280E+02   0.11723154E+02   0.00000000E+00   0.00000000E+00   0.42396716E-06  -0.31420134E-07   0.70948133E-08   0.11509820E+02   0.58500000E-13
%
  0.207500000E+02  0.240250E+04   0.142500E+04   0.725000E+03         2    65    30    15  0.19484150E+04   0.85296398E+02   0.11723155E+02   0.00000000E+00   0.00000000E+00   0.42391418E-06  -0.31403118E-07   0.71240368E-08   0.11509816E+02   0.58500000E-13
%
  0.210000000E+02  0.240250E+04   0.142500E+04   0.725000E+03         2    65    30    15  0.19484136E+04   0.85294494E+02   0.11723156E+02   0.00000000E+00   0.00000000E+00   0.42384374E-06  -0.31385427E-07   0.71533467E-08   0.11509812E+02   0.58500000E-13
%
  0.212500000E+02  0.240250E+04   0.142500E+04   0.725000E+03         2    65    30    15  0.19484121E+04   0.85292570E+02   0.11723157E+02   0.00000000E+00   0.00000000E+00   0.42375632E-06  -0.31367205E-07   0.71827416E-08   0.11509809E+02   0.58500000E-13
%
  0.215000000E+02  0.240250E+04   0.142500E+04   0.725000E+03         2    65    30    15  0.19484106E+04   0.85290626E+02   0.11723159E+02   0.00000000E+00   0.00000000E+00   0.42365224E-06  -0.31348341E-07   0.72122193E-08   0.11509805E+02   0.58500000E-13
%
  0.217500000E+02  0.240250E+04   0.142500E+04   0.725000E+03         2    65    30    15  0.19484091E+04   0.85288661E+02   0.11723160E+02   0.00000000E+00   0.00000000E+00   0.42353196E-06  -0.31328959E-07   0.72417805E-08   0.11509801E+02   0.58500000E-13
%
  0.220000000E+02  0.240250E+04   0.142500E+04   0.725000E+03         2    65    30    15  0.19484076E+04   0.85286678E+02   0.11723161E+02   0.00000000E+00   0.00000000E+00   0.42339585E-06  -0.31309034E-07   0.72714246E-08   0.11509798E+02   0.58500000E-13
%
  0.222500000E+02  0.240250E+04   0.142500E+04   0.725000E+03         2    65    30    15  0.19484061E+04   0.85284675E+02   0.11723162E+02   0.00000000E+00   0.00000000E+00   0.42324427E-06  -0.31288609E-07   0.73011485E-08   0.11509794E+02   0.58500000E-13
%
  0.225000000E+02  0.240250E+04   0.142500E+04   0.725000E+03         2    65    30    15  0.19484046E+04   0.85282655E+02   0.11723164E+02   0.00000000E+00   0.00000000E+00   0.42307760E-06  -0.31267682E-07   0.73309531E-08   0.11509790E+02   0.58500000E-13
%
  0.227500000E+02  0.240250E+04   0.142500E+04   0.725000E+03         2    65    30    15  0.19484031E+04   0.85280616E+02   0.11723165E+02   0.00000000E+00   0.00000000E+00   0.42289614E-06  -0.31246296E-07   0.73608332E-08   0.11509786E+02   0.58500000E-13
%
  0.230000000E+02  0.240250E+04   0.142500E+04   0.725000E+03         2    65    30    15  0.19484015E+04   0.85278560E+02   0.11723167E+02   0.00000000E+00   0.00000000E+00   0.42270028E-06  -0.31224507E-07   0.73907910E-08   0.11509783E+02   0.58500000E-13
%
  0.232500000E+02  0.240250E+04   0.142500E+04   0.725000E+03         2    65    30    15  0.19484000E+04   0.85276487E+02   0.11723168E+02   0.00000000E+00   0.00000000E+00   0.42249034E-06  -0.31202265E-07   0.74208248E-08   0.11509779E+02   0.58500000E-13
%
  0.235000000E+02  0.240250E+04   0.142500E+04   0.725000E+03         2    65    30    15  0.19483984E+04   0.85274397E+02   0.11723170E+02   0.00000000E+00   0.00000000E+00   0.42226658E-06  -0.31179579E-07   0.74509342E-08   0.11509775E+02   0.58500000E-13
%
  0.237500000E+02  0.240250E+04   0.142500E+04   0.725000E+03         2    65    30    15  0.19483969E+04   0.85272291E+02   0.11723171E+02   0.00000000E+00   0.00000000E+00   0.42202937E-06  -0.31156559E-07   0.74811176E-08   0.11509771E+02   0.58500000E-13
%
  0.240000000E+02  0.240250E+04   0.142500E+04   0.725000E+03         2    65    30    15  0.19483953E+04   0.85270170E+02   0.11723173E+02   0.00000000E+00   0.00000000E+00   0.42177899E-06  -0.31133152E-07   0.75113742E-08   0.11509768E+02   0.58500000E-13
%
  0.242500000E+02  0.240250E+04   0.142500E+04   0.725000E+03         2    65    30    15  0.19483937E+04   0.85268032E+02   0.11723175E+02   0.00000000E+00   0.00000000E+00   0.42151571E-06  -0.31109392E-07   0.75417029E-08   0.11509764E+02   0.58500000E-13
%
  0.245000000E+02  0.240250E+04   0.142500E+04   0.725000E+03         2    65    30    15  0.19483921E+04   0.85265880E+02   0.11723176E+02   0.00000000E+00   0.00000000E+00   0.42123981E-06  -0.31085286E-07   0.75721031E-08   0.11509760E+02   0.58500000E-13
%
  0.247500000E+02  0.240250E+04   0.142500E+04   0.725000E+03         2    65    30    15  0.19483905E+04   0.85263713E+02   0.11723178E+02   0.00000000E+00   0.00000000E+00   0.42095157E-06  -0.31060873E-07   0.76025735E-08   0.11509757E+02   0.58500000E-13
%
  0.250000000E+02  0.240250E+04   0.142500E+04   0.725000E+03         2    65    30    15  0.19483889E+04   0.85261531E+02   0.11723180E+02   0.00000000E+00   0.00000000E+00   0.42065124E-06  -0.31036167E-07   0.76331134E-08   0.11509753E+02   0.58500000E-13
%
  0.252500000E+02  0.240250E+04   0.142500E+04   0.725000E+03         2    65    30    15  0.19483873E+04   0.85259335E+02   0.11723182E+02   0.00000000E+00   0.00000000E+00   0.42033907E-06  -0.31011165E-07   0.76637228E-08   0.11509749E+02   0.58500000E-13
%
