"time","x","y","z","uindex","i","j","k","head","temp","pres","satn","epot","vx","vy","vz","bhpr","kz"
0.260000000E+02,0.306000E+04,0.142500E+04,0.107500E+04,3,64,30,22,0.22308374E+04,0.44872965E+02,0.11327600E+02,0.00000000E+00,0.00000000E+00,0.30346295E-04,0.82491521E-07,0.21079696E-07,0.00000000E+00,0.75000000E-13

0.262500000E+02,0.306000E+04,0.142500E+04,0.107500E+04,3,64,30,22,0.22308227E+04,0.44857018E+02,0.11327531E+02,0.00000000E+00,0.00000000E+00,0.30344566E-04,0.82613293E-07,0.21127209E-07,0.00000000E+00,0.75000000E-13

0.265000000E+02,0.306000E+04,0.142500E+04,0.107500E+04,3,64,30,22,0.22308081E+04,0.44841134E+02,0.11327462E+02,0.00000000E+00,0.00000000E+00,0.30342848E-04,0.82733802E-07,0.21174404E-07,0.00000000E+00,0.75000000E-13

0.267500000E+02,0.306000E+04,0.142500E+04,0.107500E+04,3,64,30,22,0.22307935E+04,0.44825312E+02,0.11327394E+02,0.00000000E+00,0.00000000E+00,0.30341138E-04,0.82853084E-07,0.21221284E-07,0.00000000E+00,0.75000000E-13

0.270000000E+02,0.306000E+04,0.142500E+04,0.107500E+04,3,64,30,22,0.22307790E+04,0.44809551E+02,0.11327326E+02,0.00000000E+00,0.00000000E+00,0.30339438E-04,0.82971167E-07,0.21267850E-07,0.00000000E+00,0.75000000E-13

0.272500000E+02,0.306000E+04,0.142500E+04,0.107500E+04,3,64,30,22,0.22307645E+04,0.44793850E+02,0.11327258E+02,0.00000000E+00,0.00000000E+00,0.30337748E-04,0.83088081E-07,0.21314107E-07,0.00000000E+00,0.75000000E-13

0.275000000E+02,0.306000E+04,0.142500E+04,0.107500E+04,3,64,30,22,0.22307501E+04,0.44778208E+02,0.11327190E+02,0.00000000E+00,0.00000000E+00,0.30336066E-04,0.83203852E-07,0.21360055E-07,0.00000000E+00,0.75000000E-13

0.277500000E+02,0.306000E+04,0.142500E+04,0.107500E+04,3,64,30,22,0.22307357E+04,0.44762626E+02,0.11327123E+02,0.00000000E+00,0.00000000E+00,0.30334393E-04,0.83318515E-07,0.21405698E-07,0.00000000E+00,0.75000000E-13

0.280000000E+02,0.306000E+04,0.142500E+04,0.107500E+04,3,64,30,22,0.22307214E+04,0.44747101E+02,0.11327055E+02,0.00000000E+00,0.00000000E+00,0.30332729E-04,0.83432094E-07,0.21451037E-07,0.00000000E+00,0.75000000E-13

0.282500000E+02,0.306000E+04,0.142500E+04,0.107500E+04,3,64,30,22,0.22307071E+04,0.44731633E+02,0.11326988E+02,0.00000000E+00,0.00000000E+00,0.30331073E-04,0.83544611E-07,0.21496076E-07,0.00000000E+00,0.75000000E-13

0.285000000E+02,0.306000E+04,0.142500E+04,0.107500E+04,3,64,30,22,0.22306928E+04,0.44716222E+02,0.11326921E+02,0.00000000E+00,0.00000000E+00,0.30329426E-04,0.83656095E-07,0.21540816E-07,0.00000000E+00,0.75000000E-13

0.287500000E+02,0.306000E+04,0.142500E+04,0.107500E+04,3,64,30,22,0.22306787E+04,0.44700866E+02,0.11326854E+02,0.00000000E+00,0.00000000E+00,0.30327787E-04,0.83766565E-07,0.21585260E-07,0.00000000E+00,0.75000000E-13

0.290000000E+02,0.306000E+04,0.142500E+04,0.107500E+04,3,64,30,22,0.22306645E+04,0.44685566E+02,0.11326788E+02,0.00000000E+00,0.00000000E+00,0.30326157E-04,0.83876061E-07,0.21629410E-07,0.00000000E+00,0.75000000E-13

0.292500000E+02,0.306000E+04,0.142500E+04,0.107500E+04,3,64,30,22,0.22306504E+04,0.44670320E+02,0.11326721E+02,0.00000000E+00,0.00000000E+00,0.30324535E-04,0.83984594E-07,0.21673268E-07,0.00000000E+00,0.75000000E-13

0.295000000E+02,0.306000E+04,0.142500E+04,0.107500E+04,3,64,30,22,0.22306363E+04,0.44655128E+02,0.11326655E+02,0.00000000E+00,0.00000000E+00,0.30322920E-04,0.84092181E-07,0.21716835E-07,0.00000000E+00,0.75000000E-13

0.297500000E+02,0.306000E+04,0.142500E+04,0.107500E+04,3,64,30,22,0.22306223E+04,0.44639989E+02,0.11326588E+02,0.00000000E+00,0.00000000E+00,0.30321313E-04,0.84198839E-07,0.21760117E-07,0.00000000E+00,0.75000000E-13

0.300000000E+02,0.306000E+04,0.142500E+04,0.107500E+04,3,64,30,22,0.22306083E+04,0.44624902E+02,0.11326522E+02,0.00000000E+00,0.00000000E+00,0.30319714E-04,0.84304606E-07,0.21803109E-07,0.00000000E+00,0.75000000E-13

0.302500000E+02,0.306000E+04,0.142500E+04,0.107500E+04,3,64,30,22,0.22305944E+04,0.44609868E+02,0.11326456E+02,0.00000000E+00,0.00000000E+00,0.30318123E-04,0.84409511E-07,0.21845821E-07,0.00000000E+00,0.75000000E-13

0.305000000E+02,0.306000E+04,0.142500E+04,0.107500E+04,3,64,30,22,0.22305805E+04,0.44594884E+02,0.11326390E+02,0.00000000E+00,0.00000000E+00,0.30316539E-04,0.84513547E-07,0.21888251E-07,0.00000000E+00,0.75000000E-13

0.307500000E+02,0.306000E+04,0.142500E+04,0.107500E+04,3,64,30,22,0.22305667E+04,0.44579952E+02,0.11326325E+02,0.00000000E+00,0.00000000E+00,0.30314963E-04,0.84616744E-07,0.21930401E-07,0.00000000E+00,0.75000000E-13

0.310000000E+02,0.306000E+04,0.142500E+04,0.107500E+04,3,64,30,22,0.22305528E+04,0.44565069E+02,0.11326259E+02,0.00000000E+00,0.00000000E+00,0.30313394E-04,0.84719120E-07,0.21972273E-07,0.00000000E+00,0.75000000E-13

0.312500000E+02,0.306000E+04,0.142500E+04,0.107500E+04,3,64,30,22,0.22305391E+04,0.44550236E+02,0.11326194E+02,0.00000000E+00,0.00000000E+00,0.30311832E-04,0.84820693E-07,0.22013870E-07,0.00000000E+00,0.75000000E-13

0.315000000E+02,0.306000E+04,0.142500E+04,0.107500E+04,3,64,30,22,0.22305253E+04,0.44535452E+02,0.11326128E+02,0.00000000E+00,0.00000000E+00,0.30310277E-04,0.84921479E-07,0.22055194E-07,0.00000000E+00,0.75000000E-13

0.317500000E+02,0.306000E+04,0.142500E+04,0.107500E+04,3,64,30,22,0.22305116E+04,0.44520717E+02,0.11326063E+02,0.00000000E+00,0.00000000E+00,0.30308729E-04,0.85021500E-07,0.22096246E-07,0.00000000E+00,0.75000000E-13

0.320000000E+02,0.306000E+04,0.142500E+04,0.107500E+04,3,64,30,22,0.22304980E+04,0.44506029E+02,0.11325998E+02,0.00000000E+00,0.00000000E+00,0.30307188E-04,0.85120759E-07,0.22137028E-07,0.00000000E+00,0.75000000E-13

0.322500000E+02,0.306000E+04,0.142500E+04,0.107500E+04,3,64,30,22,0.22304844E+04,0.44491389E+02,0.11325933E+02,0.00000000E+00,0.00000000E+00,0.30305654E-04,0.85219292E-07,0.22177543E-07,0.00000000E+00,0.75000000E-13

0.325000000E+02,0.306000E+04,0.142500E+04,0.107500E+04,3,64,30,22,0.22304708E+04,0.44476796E+02,0.11325869E+02,0.00000000E+00,0.00000000E+00,0.30304126E-04,0.85317099E-07,0.22217791E-07,0.00000000E+00,0.75000000E-13

0.327500000E+02,0.306000E+04,0.142500E+04,0.107500E+04,3,64,30,22,0.22304572E+04,0.44462249E+02,0.11325804E+02,0.00000000E+00,0.00000000E+00,0.30302605E-04,0.85414196E-07,0.22257777E-07,0.00000000E+00,0.75000000E-13

0.330000000E+02,0.306000E+04,0.142500E+04,0.107500E+04,3,64,30,22,0.22304437E+04,0.44447748E+02,0.11325739E+02,0.00000000E+00,0.00000000E+00,0.30301091E-04,0.85510602E-07,0.22297500E-07,0.00000000E+00,0.75000000E-13

0.332500000E+02,0.306000E+04,0.142500E+04,0.107500E+04,3,64,30,22,0.22304302E+04,0.44433293E+02,0.11325675E+02,0.00000000E+00,0.00000000E+00,0.30299583E-04,0.85606348E-07,0.22336963E-07,0.00000000E+00,0.75000000E-13

0.335000000E+02,0.306000E+04,0.142500E+04,0.107500E+04,3,64,30,22,0.22304168E+04,0.44418882E+02,0.11325611E+02,0.00000000E+00,0.00000000E+00,0.30298081E-04,0.85701400E-07,0.22376167E-07,0.00000000E+00,0.75000000E-13

0.337500000E+02,0.306000E+04,0.142500E+04,0.107500E+04,3,64,30,22,0.22304034E+04,0.44404516E+02,0.11325546E+02,0.00000000E+00,0.00000000E+00,0.30296586E-04,0.85795822E-07,0.22415116E-07,0.00000000E+00,0.75000000E-13

0.340000000E+02,0.306000E+04,0.142500E+04,0.107500E+04,3,64,30,22,0.22303900E+04,0.44390195E+02,0.11325482E+02,0.00000000E+00,0.00000000E+00,0.30295096E-04,0.85889579E-07,0.22453810E-07,0.00000000E+00,0.75000000E-13

0.342500000E+02,0.306000E+04,0.142500E+04,0.107500E+04,3,64,30,22,0.22303767E+04,0.44375916E+02,0.11325418E+02,0.00000000E+00,0.00000000E+00,0.30293613E-04,0.85982756E-07,0.22492252E-07,0.00000000E+00,0.75000000E-13

0.345000000E+02,0.306000E+04,0.142500E+04,0.107500E+04,3,64,30,22,0.22303634E+04,0.44361681E+02,0.11325355E+02,0.00000000E+00,0.00000000E+00,0.30292136E-04,0.86075275E-07,0.22530443E-07,0.00000000E+00,0.75000000E-13

0.347500000E+02,0.306000E+04,0.142500E+04,0.107500E+04,3,64,30,22,0.22303501E+04,0.44347489E+02,0.11325291E+02,0.00000000E+00,0.00000000E+00,0.30290665E-04,0.86167231E-07,0.22568385E-07,0.00000000E+00,0.75000000E-13

0.350000000E+02,0.306000E+04,0.142500E+04,0.107500E+04,3,64,30,22,0.22303369E+04,0.44333340E+02,0.11325227E+02,0.00000000E+00,0.00000000E+00,0.30289200E-04,0.86258569E-07,0.22606081E-07,0.00000000E+00,0.75000000E-13
