%       "time"           "x"            "y"           "z"      "uindex"    "i"  "j"  "k"          "head"           "temp"           "pres"    "satn"           "epot"             "vx"             "vy"             "vz"          "bhpr"            "kz" 
%
  0.375000000E+01  0.240250E+04   0.142500E+04   0.725000E+03         2    65    30    15  0.18977324E+04   0.85116954E+02   0.11242984E+02   0.00000000E+00   0.00000000E+00   0.77376451E-06  -0.59026259E-07   0.33320492E-08   0.10815560E+02   0.58500000E-13
%
  0.400000000E+01  0.240250E+04   0.142500E+04   0.725000E+03         2    65    30    15  0.18977378E+04   0.85125140E+02   0.11242974E+02   0.00000000E+00   0.00000000E+00   0.78310946E-06  -0.59419322E-07   0.34077066E-08   0.10815591E+02   0.58500000E-13
%
  0.425000000E+01  0.240250E+04   0.142500E+04   0.725000E+03         2    65    30    15  0.18977425E+04   0.85132272E+02   0.11242966E+02   0.00000000E+00   0.00000000E+00   0.79160772E-06  -0.59765128E-07   0.34849214E-08   0.10815619E+02   0.58500000E-13
%
  0.450000000E+01  0.240250E+04   0.142500E+04   0.725000E+03         2    65    30    15  0.18977465E+04   0.85138480E+02   0.11242958E+02   0.00000000E+00   0.00000000E+00   0.79934732E-06  -0.60068679E-07   0.35636376E-08   0.10815642E+02   0.58500000E-13
%
  0.475000000E+01  0.240250E+04   0.142500E+04   0.725000E+03         2    65    30    15  0.18977500E+04   0.85143873E+02   0.11242950E+02   0.00000000E+00   0.00000000E+00   0.80640238E-06  -0.60334248E-07   0.36437833E-08   0.10815662E+02   0.58500000E-13
%
  0.500000000E+01  0.240250E+04   0.142500E+04   0.725000E+03         2    65    30    15  0.18977528E+04   0.85148539E+02   0.11242942E+02   0.00000000E+00   0.00000000E+00   0.81283607E-06  -0.60565541E-07   0.37252951E-08   0.10815677E+02   0.58500000E-13
%
  0.525000000E+01  0.240250E+04   0.142500E+04   0.725000E+03         2    65    30    15  0.18977551E+04   0.85152552E+02   0.11242934E+02   0.00000000E+00   0.00000000E+00   0.81870278E-06  -0.60765622E-07   0.38080927E-08   0.10815689E+02   0.58500000E-13
%
  0.550000000E+01  0.240250E+04   0.142500E+04   0.725000E+03         2    65    30    15  0.18977569E+04   0.85155977E+02   0.11242925E+02   0.00000000E+00   0.00000000E+00   0.82404972E-06  -0.60937440E-07   0.38921004E-08   0.10815698E+02   0.58500000E-13
%
  0.575000000E+01  0.240250E+04   0.142500E+04   0.725000E+03         2    65    30    15  0.18977582E+04   0.85158866E+02   0.11242916E+02   0.00000000E+00   0.00000000E+00   0.82891831E-06  -0.61083432E-07   0.39772588E-08   0.10815703E+02   0.58500000E-13
%
  0.600000000E+01  0.240250E+04   0.142500E+04   0.725000E+03         2    65    30    15  0.18977590E+04   0.85161268E+02   0.11242906E+02   0.00000000E+00   0.00000000E+00   0.83334504E-06  -0.61205758E-07   0.40634887E-08   0.10815705E+02   0.58500000E-13
%
  0.625000000E+01  0.240250E+04   0.142500E+04   0.725000E+03         2    65    30    15  0.18977594E+04   0.85163222E+02   0.11242895E+02   0.00000000E+00   0.00000000E+00   0.83736243E-06  -0.61306559E-07   0.41507275E-08   0.10815704E+02   0.58500000E-13
%
  0.650000000E+01  0.240250E+04   0.142500E+04   0.725000E+03         2    65    30    15  0.18977594E+04   0.85164766E+02   0.11242883E+02   0.00000000E+00   0.00000000E+00   0.84099941E-06  -0.61387452E-07   0.42389098E-08   0.10815701E+02   0.58500000E-13
%
  0.675000000E+01  0.240250E+04   0.142500E+04   0.725000E+03         2    65    30    15  0.18977590E+04   0.85165929E+02   0.11242871E+02   0.00000000E+00   0.00000000E+00   0.84428205E-06  -0.61450085E-07   0.43279789E-08   0.10815694E+02   0.58500000E-13
%
  0.700000000E+01  0.240250E+04   0.142500E+04   0.725000E+03         2    65    30    15  0.18977583E+04   0.85166742E+02   0.11242858E+02   0.00000000E+00   0.00000000E+00   0.84723385E-06  -0.61495978E-07   0.44178756E-08   0.10815685E+02   0.58500000E-13
%
  0.725000000E+01  0.240250E+04   0.142500E+04   0.725000E+03         2    65    30    15  0.18977572E+04   0.85167229E+02   0.11242844E+02   0.00000000E+00   0.00000000E+00   0.84987610E-06  -0.61526396E-07   0.45085516E-08   0.10815674E+02   0.58500000E-13
%
  0.750000000E+01  0.240250E+04   0.142500E+04   0.725000E+03         2    65    30    15  0.18977558E+04   0.85167413E+02   0.11242829E+02   0.00000000E+00   0.00000000E+00   0.85222819E-06  -0.61542598E-07   0.45999587E-08   0.10815660E+02   0.58500000E-13
%
  0.775000000E+01  0.240250E+04   0.142500E+04   0.725000E+03         2    65    30    15  0.18977541E+04   0.85167314E+02   0.11242814E+02   0.00000000E+00   0.00000000E+00   0.85430781E-06  -0.61545672E-07   0.46920369E-08   0.10815644E+02   0.58500000E-13
%
  0.800000000E+01  0.240250E+04   0.142500E+04   0.725000E+03         2    65    30    15  0.18977521E+04   0.85166951E+02   0.11242797E+02   0.00000000E+00   0.00000000E+00   0.85613114E-06  -0.61536647E-07   0.47847646E-08   0.10815626E+02   0.58500000E-13
%
  0.825000000E+01  0.240250E+04   0.142500E+04   0.725000E+03         2    65    30    15  0.18977498E+04   0.85166341E+02   0.11242780E+02   0.00000000E+00   0.00000000E+00   0.85771308E-06  -0.61516453E-07   0.48780994E-08   0.10815606E+02   0.58500000E-13
%
  0.850000000E+01  0.240250E+04   0.142500E+04   0.725000E+03         2    65    30    15  0.18977473E+04   0.85165500E+02   0.11242763E+02   0.00000000E+00   0.00000000E+00   0.85906731E-06  -0.61485965E-07   0.49720082E-08   0.10815584E+02   0.58500000E-13
%
  0.875000000E+01  0.240250E+04   0.142500E+04   0.725000E+03         2    65    30    15  0.18977445E+04   0.85164442E+02   0.11242745E+02   0.00000000E+00   0.00000000E+00   0.86020647E-06  -0.61445974E-07   0.50664629E-08   0.10815560E+02   0.58500000E-13
%
  0.900000000E+01  0.240250E+04   0.142500E+04   0.725000E+03         2    65    30    15  0.18977416E+04   0.85163179E+02   0.11242726E+02   0.00000000E+00   0.00000000E+00   0.86114228E-06  -0.61397223E-07   0.51614329E-08   0.10815535E+02   0.58500000E-13
%
  0.925000000E+01  0.240250E+04   0.142500E+04   0.725000E+03         2    65    30    15  0.18977384E+04   0.85161724E+02   0.11242706E+02   0.00000000E+00   0.00000000E+00   0.86188555E-06  -0.61340335E-07   0.52568943E-08   0.10815508E+02   0.58500000E-13
%
  0.950000000E+01  0.240250E+04   0.142500E+04   0.725000E+03         2    65    30    15  0.18977350E+04   0.85160088E+02   0.11242686E+02   0.00000000E+00   0.00000000E+00   0.86244641E-06  -0.61276079E-07   0.53528261E-08   0.10815480E+02   0.58500000E-13
%
  0.975000000E+01  0.240250E+04   0.142500E+04   0.725000E+03         2    65    30    15  0.18977314E+04   0.85158280E+02   0.11242666E+02   0.00000000E+00   0.00000000E+00   0.86283417E-06  -0.61204926E-07   0.54492033E-08   0.10815450E+02   0.58500000E-13
%
  0.100000000E+02  0.240250E+04   0.142500E+04   0.725000E+03         2    65    30    15  0.18977276E+04   0.85156311E+02   0.11242645E+02   0.00000000E+00   0.00000000E+00   0.86305761E-06  -0.61127418E-07   0.55460059E-08   0.10815419E+02   0.58500000E-13
%
  0.102500000E+02  0.240250E+04   0.142500E+04   0.725000E+03         2    65    30    15  0.18977237E+04   0.85154190E+02   0.11242623E+02   0.00000000E+00   0.00000000E+00   0.86312483E-06  -0.61044155E-07   0.56432264E-08   0.10815387E+02   0.58500000E-13
%
  0.105000000E+02  0.240250E+04   0.142500E+04   0.725000E+03         2    65    30    15  0.18977195E+04   0.85151923E+02   0.11242601E+02   0.00000000E+00   0.00000000E+00   0.86304349E-06  -0.60955568E-07   0.57408407E-08   0.10815353E+02   0.58500000E-13
%
  0.107500000E+02  0.240250E+04   0.142500E+04   0.725000E+03         2    65    30    15  0.18977153E+04   0.85149520E+02   0.11242578E+02   0.00000000E+00   0.00000000E+00   0.86282063E-06  -0.60862005E-07   0.58388331E-08   0.10815319E+02   0.58500000E-13
%
  0.110000000E+02  0.240250E+04   0.142500E+04   0.725000E+03         2    65    30    15  0.18977109E+04   0.85146987E+02   0.11242555E+02   0.00000000E+00   0.00000000E+00   0.86246295E-06  -0.60763990E-07   0.59371963E-08   0.10815283E+02   0.58500000E-13
%
  0.112500000E+02  0.240250E+04   0.142500E+04   0.725000E+03         2    65    30    15  0.18977063E+04   0.85144330E+02   0.11242532E+02   0.00000000E+00   0.00000000E+00   0.86197666E-06  -0.60661849E-07   0.60359201E-08   0.10815246E+02   0.58500000E-13
%
  0.115000000E+02  0.240250E+04   0.142500E+04   0.725000E+03         2    65    30    15  0.18977016E+04   0.85141556E+02   0.11242508E+02   0.00000000E+00   0.00000000E+00   0.86136766E-06  -0.60556064E-07   0.61349874E-08   0.10815208E+02   0.58500000E-13
%
  0.117500000E+02  0.240250E+04   0.142500E+04   0.725000E+03         2    65    30    15  0.18976968E+04   0.85138670E+02   0.11242484E+02   0.00000000E+00   0.00000000E+00   0.86064129E-06  -0.60446737E-07   0.62343946E-08   0.10815169E+02   0.58500000E-13
%
  0.120000000E+02  0.240250E+04   0.142500E+04   0.725000E+03         2    65    30    15  0.18976919E+04   0.85135677E+02   0.11242459E+02   0.00000000E+00   0.00000000E+00   0.85980274E-06  -0.60334341E-07   0.63341081E-08   0.10815130E+02   0.58500000E-13
%
  0.122500000E+02  0.240250E+04   0.142500E+04   0.725000E+03         2    65    30    15  0.18976868E+04   0.85132584E+02   0.11242435E+02   0.00000000E+00   0.00000000E+00   0.85885677E-06  -0.60219129E-07   0.64341653E-08   0.10815089E+02   0.58500000E-13
%
  0.125000000E+02  0.240250E+04   0.142500E+04   0.725000E+03         2    65    30    15  0.18976816E+04   0.85129393E+02   0.11242409E+02   0.00000000E+00   0.00000000E+00   0.85780779E-06  -0.60101415E-07   0.65345395E-08   0.10815048E+02   0.58500000E-13
%
  0.127500000E+02  0.240250E+04   0.142500E+04   0.725000E+03         2    65    30    15  0.18976764E+04   0.85126109E+02   0.11242384E+02   0.00000000E+00   0.00000000E+00   0.85666005E-06  -0.59981361E-07   0.66352097E-08   0.10815006E+02   0.58500000E-13
%
  0.130000000E+02  0.240250E+04   0.142500E+04   0.725000E+03         2    65    30    15  0.18976710E+04   0.85122736E+02   0.11242358E+02   0.00000000E+00   0.00000000E+00   0.85541732E-06  -0.59859312E-07   0.67361795E-08   0.10814963E+02   0.58500000E-13
%
  0.132500000E+02  0.240250E+04   0.142500E+04   0.725000E+03         2    65    30    15  0.18976655E+04   0.85119278E+02   0.11242332E+02   0.00000000E+00   0.00000000E+00   0.85408327E-06  -0.59735349E-07   0.68374460E-08   0.10814919E+02   0.58500000E-13
%
  0.135000000E+02  0.240250E+04   0.142500E+04   0.725000E+03         2    65    30    15  0.18976599E+04   0.85115738E+02   0.11242305E+02   0.00000000E+00   0.00000000E+00   0.85266115E-06  -0.59609787E-07   0.69390012E-08   0.10814874E+02   0.58500000E-13
%
  0.137500000E+02  0.240250E+04   0.142500E+04   0.725000E+03         2    65    30    15  0.18976542E+04   0.85112119E+02   0.11242278E+02   0.00000000E+00   0.00000000E+00   0.85115403E-06  -0.59482754E-07   0.70408443E-08   0.10814829E+02   0.58500000E-13
%
  0.140000000E+02  0.240250E+04   0.142500E+04   0.725000E+03         2    65    30    15  0.18976485E+04   0.85108422E+02   0.11242251E+02   0.00000000E+00   0.00000000E+00   0.84956467E-06  -0.59354470E-07   0.71429721E-08   0.10814783E+02   0.58500000E-13
%
  0.142500000E+02  0.240250E+04   0.142500E+04   0.725000E+03         2    65    30    15  0.18976426E+04   0.85104652E+02   0.11242224E+02   0.00000000E+00   0.00000000E+00   0.84789558E-06  -0.59225106E-07   0.72453807E-08   0.10814737E+02   0.58500000E-13
%
  0.145000000E+02  0.240250E+04   0.142500E+04   0.725000E+03         2    65    30    15  0.18976367E+04   0.85100809E+02   0.11242196E+02   0.00000000E+00   0.00000000E+00   0.84614907E-06  -0.59094659E-07   0.73480681E-08   0.10814690E+02   0.58500000E-13
%
  0.147500000E+02  0.240250E+04   0.142500E+04   0.725000E+03         2    65    30    15  0.18976307E+04   0.85096896E+02   0.11242168E+02   0.00000000E+00   0.00000000E+00   0.84432700E-06  -0.58963583E-07   0.74510328E-08   0.10814642E+02   0.58500000E-13
%
  0.150000000E+02  0.240250E+04   0.142500E+04   0.725000E+03         2    65    30    15  0.18976246E+04   0.85092913E+02   0.11242140E+02   0.00000000E+00   0.00000000E+00   0.84243123E-06  -0.58831700E-07   0.75542736E-08   0.10814594E+02   0.58500000E-13
%
  0.152500000E+02  0.240250E+04   0.142500E+04   0.725000E+03         2    65    30    15  0.18976184E+04   0.85088862E+02   0.11242111E+02   0.00000000E+00   0.00000000E+00   0.84046312E-06  -0.58699250E-07   0.76577931E-08   0.10814545E+02   0.58500000E-13
%
  0.155000000E+02  0.240250E+04   0.142500E+04   0.725000E+03         2    65    30    15  0.18976121E+04   0.85084744E+02   0.11242082E+02   0.00000000E+00   0.00000000E+00   0.83842391E-06  -0.58566316E-07   0.77615902E-08   0.10814495E+02   0.58500000E-13
%
  0.157500000E+02  0.240250E+04   0.142500E+04   0.725000E+03         2    65    30    15  0.18976057E+04   0.85080559E+02   0.11242053E+02   0.00000000E+00   0.00000000E+00   0.83631450E-06  -0.58432991E-07   0.78656662E-08   0.10814445E+02   0.58500000E-13
%
  0.160000000E+02  0.240250E+04   0.142500E+04   0.725000E+03         2    65    30    15  0.18975993E+04   0.85076307E+02   0.11242024E+02   0.00000000E+00   0.00000000E+00   0.83413552E-06  -0.58299262E-07   0.79700242E-08   0.10814394E+02   0.58500000E-13
%
  0.162500000E+02  0.240250E+04   0.142500E+04   0.725000E+03         2    65    30    15  0.18975928E+04   0.85071988E+02   0.11241994E+02   0.00000000E+00   0.00000000E+00   0.83188730E-06  -0.58165442E-07   0.80746658E-08   0.10814342E+02   0.58500000E-13
%
  0.165000000E+02  0.240250E+04   0.142500E+04   0.725000E+03         2    65    30    15  0.18975862E+04   0.85067601E+02   0.11241964E+02   0.00000000E+00   0.00000000E+00   0.82956997E-06  -0.58031461E-07   0.81795949E-08   0.10814290E+02   0.58500000E-13
%
  0.167500000E+02  0.240250E+04   0.142500E+04   0.725000E+03         2    65    30    15  0.18975795E+04   0.85063145E+02   0.11241934E+02   0.00000000E+00   0.00000000E+00   0.82718330E-06  -0.57897282E-07   0.82848149E-08   0.10814237E+02   0.58500000E-13
%
  0.170000000E+02  0.240250E+04   0.142500E+04   0.725000E+03         2    65    30    15  0.18975727E+04   0.85058619E+02   0.11241904E+02   0.00000000E+00   0.00000000E+00   0.82472672E-06  -0.57763023E-07   0.83903377E-08   0.10814184E+02   0.58500000E-13
%
  0.172500000E+02  0.240250E+04   0.142500E+04   0.725000E+03         2    65    30    15  0.18975658E+04   0.85054021E+02   0.11241873E+02   0.00000000E+00   0.00000000E+00   0.82219940E-06  -0.57628747E-07   0.84961656E-08   0.10814130E+02   0.58500000E-13
%
  0.175000000E+02  0.240250E+04   0.142500E+04   0.725000E+03         2    65    30    15  0.18975589E+04   0.85049350E+02   0.11241841E+02   0.00000000E+00   0.00000000E+00   0.81960021E-06  -0.57494443E-07   0.86023051E-08   0.10814075E+02   0.58500000E-13
%
  0.177500000E+02  0.240250E+04   0.142500E+04   0.725000E+03         2    65    30    15  0.18975518E+04   0.85044602E+02   0.11241810E+02   0.00000000E+00   0.00000000E+00   0.81692779E-06  -0.57360130E-07   0.87087687E-08   0.10814019E+02   0.58500000E-13
%
  0.180000000E+02  0.240250E+04   0.142500E+04   0.725000E+03         2    65    30    15  0.18975446E+04   0.85039775E+02   0.11241778E+02   0.00000000E+00   0.00000000E+00   0.81418028E-06  -0.57225845E-07   0.88155651E-08   0.10813963E+02   0.58500000E-13
%
  0.182500000E+02  0.240250E+04   0.142500E+04   0.725000E+03         2    65    30    15  0.18975374E+04   0.85034865E+02   0.11241745E+02   0.00000000E+00   0.00000000E+00   0.81135566E-06  -0.57091582E-07   0.89227083E-08   0.10813905E+02   0.58500000E-13
%
  0.185000000E+02  0.240250E+04   0.142500E+04   0.725000E+03         2    65    30    15  0.18975300E+04   0.85029870E+02   0.11241713E+02   0.00000000E+00   0.00000000E+00   0.80845152E-06  -0.56957322E-07   0.90302089E-08   0.10813847E+02   0.58500000E-13
%
  0.187500000E+02  0.240250E+04   0.142500E+04   0.725000E+03         2    65    30    15  0.18975225E+04   0.85024784E+02   0.11241680E+02   0.00000000E+00   0.00000000E+00   0.80546517E-06  -0.56823041E-07   0.91380818E-08   0.10813788E+02   0.58500000E-13
%
  0.190000000E+02  0.240250E+04   0.142500E+04   0.725000E+03         2    65    30    15  0.18975149E+04   0.85019604E+02   0.11241646E+02   0.00000000E+00   0.00000000E+00   0.80239358E-06  -0.56688743E-07   0.92463426E-08   0.10813728E+02   0.58500000E-13
%
  0.192500000E+02  0.240250E+04   0.142500E+04   0.725000E+03         2    65    30    15  0.18975071E+04   0.85014324E+02   0.11241612E+02   0.00000000E+00   0.00000000E+00   0.79923343E-06  -0.56554400E-07   0.93550143E-08   0.10813668E+02   0.58500000E-13
%
  0.195000000E+02  0.240250E+04   0.142500E+04   0.725000E+03         2    65    30    15  0.18974993E+04   0.85008939E+02   0.11241577E+02   0.00000000E+00   0.00000000E+00   0.79598100E-06  -0.56419957E-07   0.94641145E-08   0.10813606E+02   0.58500000E-13
%
  0.197500000E+02  0.240250E+04   0.142500E+04   0.725000E+03         2    65    30    15  0.18974913E+04   0.85003444E+02   0.11241542E+02   0.00000000E+00   0.00000000E+00   0.79263240E-06  -0.56285349E-07   0.95736671E-08   0.10813543E+02   0.58500000E-13
%
  0.200000000E+02  0.240250E+04   0.142500E+04   0.725000E+03         2    65    30    15  0.18974831E+04   0.84997833E+02   0.11241507E+02   0.00000000E+00   0.00000000E+00   0.78918329E-06  -0.56150618E-07   0.96836906E-08   0.10813479E+02   0.58500000E-13
%
  0.202500000E+02  0.240250E+04   0.142500E+04   0.725000E+03         2    65    30    15  0.18974748E+04   0.84992098E+02   0.11241471E+02   0.00000000E+00   0.00000000E+00   0.78562914E-06  -0.56015682E-07   0.97942065E-08   0.10813414E+02   0.58500000E-13
%
  0.205000000E+02  0.240250E+04   0.142500E+04   0.725000E+03         2    65    30    15  0.18974663E+04   0.84986234E+02   0.11241434E+02   0.00000000E+00   0.00000000E+00   0.78196514E-06  -0.55880416E-07   0.99052507E-08   0.10813347E+02   0.58500000E-13
%
  0.207500000E+02  0.240250E+04   0.142500E+04   0.725000E+03         2    65    30    15  0.18974577E+04   0.84980233E+02   0.11241397E+02   0.00000000E+00   0.00000000E+00   0.77818612E-06  -0.55744830E-07   0.10016848E-07   0.10813279E+02   0.58500000E-13
%
  0.210000000E+02  0.240250E+04   0.142500E+04   0.725000E+03         2    65    30    15  0.18974488E+04   0.84974088E+02   0.11241359E+02   0.00000000E+00   0.00000000E+00   0.77428669E-06  -0.55608833E-07   0.10129028E-07   0.10813210E+02   0.58500000E-13
%
  0.212500000E+02  0.240250E+04   0.142500E+04   0.725000E+03         2    65    30    15  0.18974398E+04   0.84967791E+02   0.11241320E+02   0.00000000E+00   0.00000000E+00   0.77026126E-06  -0.55472386E-07   0.10241825E-07   0.10813139E+02   0.58500000E-13
%
  0.215000000E+02  0.240250E+04   0.142500E+04   0.725000E+03         2    65    30    15  0.18974306E+04   0.84961334E+02   0.11241281E+02   0.00000000E+00   0.00000000E+00   0.76610390E-06  -0.55335375E-07   0.10355274E-07   0.10813067E+02   0.58500000E-13
%
  0.217500000E+02  0.240250E+04   0.142500E+04   0.725000E+03         2    65    30    15  0.18974212E+04   0.84954708E+02   0.11241240E+02   0.00000000E+00   0.00000000E+00   0.76180853E-06  -0.55197740E-07   0.10469417E-07   0.10812994E+02   0.58500000E-13
%
  0.220000000E+02  0.240250E+04   0.142500E+04   0.725000E+03         2    65    30    15  0.18974115E+04   0.84947905E+02   0.11241199E+02   0.00000000E+00   0.00000000E+00   0.75736886E-06  -0.55059417E-07   0.10584281E-07   0.10812918E+02   0.58500000E-13
%
  0.222500000E+02  0.240250E+04   0.142500E+04   0.725000E+03         2    65    30    15  0.18974016E+04   0.84940916E+02   0.11241158E+02   0.00000000E+00   0.00000000E+00   0.75277839E-06  -0.54920323E-07   0.10699915E-07   0.10812841E+02   0.58500000E-13
%
  0.225000000E+02  0.240250E+04   0.142500E+04   0.725000E+03         2    65    30    15  0.18973915E+04   0.84933731E+02   0.11241115E+02   0.00000000E+00   0.00000000E+00   0.74803048E-06  -0.54780371E-07   0.10816360E-07   0.10812762E+02   0.58500000E-13
%
  0.227500000E+02  0.240250E+04   0.142500E+04   0.725000E+03         2    65    30    15  0.18973811E+04   0.84926343E+02   0.11241072E+02   0.00000000E+00   0.00000000E+00   0.74311835E-06  -0.54639476E-07   0.10933658E-07   0.10812681E+02   0.58500000E-13
%
  0.230000000E+02  0.240250E+04   0.142500E+04   0.725000E+03         2    65    30    15  0.18973705E+04   0.84918740E+02   0.11241027E+02   0.00000000E+00   0.00000000E+00   0.73803506E-06  -0.54497591E-07   0.11051863E-07   0.10812598E+02   0.58500000E-13
%
  0.232500000E+02  0.240250E+04   0.142500E+04   0.725000E+03         2    65    30    15  0.18973595E+04   0.84910915E+02   0.11240982E+02   0.00000000E+00   0.00000000E+00   0.73277363E-06  -0.54354576E-07   0.11171012E-07   0.10812513E+02   0.58500000E-13
%
  0.235000000E+02  0.240250E+04   0.142500E+04   0.725000E+03         2    65    30    15  0.18973483E+04   0.84902856E+02   0.11240936E+02   0.00000000E+00   0.00000000E+00   0.72732693E-06  -0.54210419E-07   0.11291160E-07   0.10812425E+02   0.58500000E-13
%
  0.237500000E+02  0.240250E+04   0.142500E+04   0.725000E+03         2    65    30    15  0.18973368E+04   0.84894554E+02   0.11240888E+02   0.00000000E+00   0.00000000E+00   0.72168787E-06  -0.54064975E-07   0.11412355E-07   0.10812336E+02   0.58500000E-13
%
  0.240000000E+02  0.240250E+04   0.142500E+04   0.725000E+03         2    65    30    15  0.18973250E+04   0.84886001E+02   0.11240840E+02   0.00000000E+00   0.00000000E+00   0.71584925E-06  -0.53918185E-07   0.11534652E-07   0.10812244E+02   0.58500000E-13
%
  0.242500000E+02  0.240250E+04   0.142500E+04   0.725000E+03         2    65    30    15  0.18973129E+04   0.84877185E+02   0.11240790E+02   0.00000000E+00   0.00000000E+00   0.70980389E-06  -0.53770024E-07   0.11658105E-07   0.10812150E+02   0.58500000E-13
%
  0.245000000E+02  0.240250E+04   0.142500E+04   0.725000E+03         2    65    30    15  0.18973004E+04   0.84868097E+02   0.11240740E+02   0.00000000E+00   0.00000000E+00   0.70354464E-06  -0.53620345E-07   0.11782764E-07   0.10812053E+02   0.58500000E-13
%
  0.247500000E+02  0.240250E+04   0.142500E+04   0.725000E+03         2    65    30    15  0.18972876E+04   0.84858729E+02   0.11240688E+02   0.00000000E+00   0.00000000E+00   0.69706436E-06  -0.53469100E-07   0.11908688E-07   0.10811953E+02   0.58500000E-13
%
  0.250000000E+02  0.240250E+04   0.142500E+04   0.725000E+03         2    65    30    15  0.18972744E+04   0.84849069E+02   0.11240635E+02   0.00000000E+00   0.00000000E+00   0.69035610E-06  -0.53316269E-07   0.12035924E-07   0.10811851E+02   0.58500000E-13
%
  0.252500000E+02  0.240250E+04   0.142500E+04   0.725000E+03         2    65    30    15  0.18972608E+04   0.84839110E+02   0.11240580E+02   0.00000000E+00   0.00000000E+00   0.68341279E-06  -0.53161728E-07   0.12164538E-07   0.10811746E+02   0.58500000E-13
%
