%       "time"           "x"            "y"           "z"      "uindex"    "i"  "j"  "k"          "head"           "temp"           "pres"    "satn"           "epot"             "vx"             "vy"             "vz"          "bhpr"            "kz" 
%
  0.247500000E+02  0.240250E+04   0.142500E+04   0.675000E+03         2    65    30    14  0.21716220E+04   0.60442396E+02   0.14532127E+02   0.00000000E+00   0.00000000E+00   0.12641685E-05  -0.34045909E-06   0.50126493E-07   0.13994169E+02   0.48500000E-13
%
  0.250000000E+02  0.240250E+04   0.142500E+04   0.675000E+03         2    65    30    14  0.21716349E+04   0.60451160E+02   0.14532186E+02   0.00000000E+00   0.00000000E+00   0.12643864E-05  -0.34024855E-06   0.50276377E-07   0.13994298E+02   0.48500000E-13
%
  0.252500000E+02  0.240250E+04   0.142500E+04   0.675000E+03         2    65    30    14  0.21716476E+04   0.60459826E+02   0.14532243E+02   0.00000000E+00   0.00000000E+00   0.12645518E-05  -0.34002776E-06   0.50425334E-07   0.13994425E+02   0.48500000E-13
%
  0.255000000E+02  0.240250E+04   0.142500E+04   0.675000E+03         2    65    30    14  0.21716602E+04   0.60468393E+02   0.14532300E+02   0.00000000E+00   0.00000000E+00   0.12646654E-05  -0.33979692E-06   0.50573379E-07   0.13994551E+02   0.48500000E-13
%
  0.257500000E+02  0.240250E+04   0.142500E+04   0.675000E+03         2    65    30    14  0.21716726E+04   0.60476863E+02   0.14532356E+02   0.00000000E+00   0.00000000E+00   0.12647281E-05  -0.33955622E-06   0.50720527E-07   0.13994675E+02   0.48500000E-13
%
  0.260000000E+02  0.240250E+04   0.142500E+04   0.675000E+03         2    65    30    14  0.21716849E+04   0.60485237E+02   0.14532412E+02   0.00000000E+00   0.00000000E+00   0.12647404E-05  -0.33930585E-06   0.50866791E-07   0.13994798E+02   0.48500000E-13
%
  0.262500000E+02  0.240250E+04   0.142500E+04   0.675000E+03         2    65    30    14  0.21716971E+04   0.60493516E+02   0.14532466E+02   0.00000000E+00   0.00000000E+00   0.12647031E-05  -0.33904595E-06   0.51012188E-07   0.13994919E+02   0.48500000E-13
%
  0.265000000E+02  0.240250E+04   0.142500E+04   0.675000E+03         2    65    30    14  0.21717091E+04   0.60501701E+02   0.14532520E+02   0.00000000E+00   0.00000000E+00   0.12646167E-05  -0.33877679E-06   0.51156728E-07   0.13995038E+02   0.48500000E-13
%
  0.267500000E+02  0.240250E+04   0.142500E+04   0.675000E+03         2    65    30    14  0.21717209E+04   0.60509793E+02   0.14532573E+02   0.00000000E+00   0.00000000E+00   0.12644820E-05  -0.33849852E-06   0.51300428E-07   0.13995156E+02   0.48500000E-13
%
  0.270000000E+02  0.240250E+04   0.142500E+04   0.675000E+03         2    65    30    14  0.21717326E+04   0.60517793E+02   0.14532626E+02   0.00000000E+00   0.00000000E+00   0.12642995E-05  -0.33821126E-06   0.51443299E-07   0.13995273E+02   0.48500000E-13
%
  0.272500000E+02  0.240250E+04   0.142500E+04   0.675000E+03         2    65    30    14  0.21717442E+04   0.60525703E+02   0.14532677E+02   0.00000000E+00   0.00000000E+00   0.12640697E-05  -0.33791523E-06   0.51585355E-07   0.13995388E+02   0.48500000E-13
%
  0.275000000E+02  0.240250E+04   0.142500E+04   0.675000E+03         2    65    30    14  0.21717556E+04   0.60533523E+02   0.14532728E+02   0.00000000E+00   0.00000000E+00   0.12637934E-05  -0.33761060E-06   0.51726607E-07   0.13995502E+02   0.48500000E-13
%
  0.277500000E+02  0.240250E+04   0.142500E+04   0.675000E+03         2    65    30    14  0.21717668E+04   0.60541254E+02   0.14532779E+02   0.00000000E+00   0.00000000E+00   0.12634710E-05  -0.33729751E-06   0.51867068E-07   0.13995614E+02   0.48500000E-13
%
  0.280000000E+02  0.240250E+04   0.142500E+04   0.675000E+03         2    65    30    14  0.21717780E+04   0.60548896E+02   0.14532828E+02   0.00000000E+00   0.00000000E+00   0.12631031E-05  -0.33697610E-06   0.52006750E-07   0.13995725E+02   0.48500000E-13
%
  0.282500000E+02  0.240250E+04   0.142500E+04   0.675000E+03         2    65    30    14  0.21717890E+04   0.60556452E+02   0.14532877E+02   0.00000000E+00   0.00000000E+00   0.12626902E-05  -0.33664656E-06   0.52145664E-07   0.13995835E+02   0.48500000E-13
%
  0.285000000E+02  0.240250E+04   0.142500E+04   0.675000E+03         2    65    30    14  0.21717998E+04   0.60563922E+02   0.14532926E+02   0.00000000E+00   0.00000000E+00   0.12622329E-05  -0.33630903E-06   0.52283822E-07   0.13995943E+02   0.48500000E-13
%
  0.287500000E+02  0.240250E+04   0.142500E+04   0.675000E+03         2    65    30    14  0.21718105E+04   0.60571306E+02   0.14532973E+02   0.00000000E+00   0.00000000E+00   0.12617315E-05  -0.33596366E-06   0.52421235E-07   0.13996049E+02   0.48500000E-13
%
  0.290000000E+02  0.240250E+04   0.142500E+04   0.675000E+03         2    65    30    14  0.21718211E+04   0.60578606E+02   0.14533020E+02   0.00000000E+00   0.00000000E+00   0.12611867E-05  -0.33561056E-06   0.52557913E-07   0.13996155E+02   0.48500000E-13
%
  0.292500000E+02  0.240250E+04   0.142500E+04   0.675000E+03         2    65    30    14  0.21718316E+04   0.60585822E+02   0.14533066E+02   0.00000000E+00   0.00000000E+00   0.12605989E-05  -0.33524993E-06   0.52693868E-07   0.13996259E+02   0.48500000E-13
%
  0.295000000E+02  0.240250E+04   0.142500E+04   0.675000E+03         2    65    30    14  0.21718419E+04   0.60592955E+02   0.14533112E+02   0.00000000E+00   0.00000000E+00   0.12599684E-05  -0.33488188E-06   0.52829110E-07   0.13996362E+02   0.48500000E-13
%
  0.297500000E+02  0.240250E+04   0.142500E+04   0.675000E+03         2    65    30    14  0.21718521E+04   0.60600005E+02   0.14533157E+02   0.00000000E+00   0.00000000E+00   0.12592959E-05  -0.33450652E-06   0.52963649E-07   0.13996463E+02   0.48500000E-13
%
  0.300000000E+02  0.240250E+04   0.142500E+04   0.675000E+03         2    65    30    14  0.21718621E+04   0.60606975E+02   0.14533201E+02   0.00000000E+00   0.00000000E+00   0.12585816E-05  -0.33412401E-06   0.53097494E-07   0.13996563E+02   0.48500000E-13
%
  0.302500000E+02  0.240250E+04   0.142500E+04   0.675000E+03         2    65    30    14  0.21718720E+04   0.60613863E+02   0.14533245E+02   0.00000000E+00   0.00000000E+00   0.12578260E-05  -0.33373457E-06   0.53230656E-07   0.13996662E+02   0.48500000E-13
%
  0.305000000E+02  0.240250E+04   0.142500E+04   0.675000E+03         2    65    30    14  0.21718818E+04   0.60620672E+02   0.14533288E+02   0.00000000E+00   0.00000000E+00   0.12570295E-05  -0.33333804E-06   0.53363145E-07   0.13996759E+02   0.48500000E-13
%
  0.307500000E+02  0.240250E+04   0.142500E+04   0.675000E+03         2    65    30    14  0.21718915E+04   0.60627401E+02   0.14533330E+02   0.00000000E+00   0.00000000E+00   0.12561924E-05  -0.33293480E-06   0.53494970E-07   0.13996855E+02   0.48500000E-13
%
  0.310000000E+02  0.240250E+04   0.142500E+04   0.675000E+03         2    65    30    14  0.21719010E+04   0.60634052E+02   0.14533372E+02   0.00000000E+00   0.00000000E+00   0.12553151E-05  -0.33252493E-06   0.53626139E-07   0.13996950E+02   0.48500000E-13
%
  0.312500000E+02  0.240250E+04   0.142500E+04   0.675000E+03         2    65    30    14  0.21719104E+04   0.60640624E+02   0.14533413E+02   0.00000000E+00   0.00000000E+00   0.12543980E-05  -0.33210849E-06   0.53756663E-07   0.13997044E+02   0.48500000E-13
%
  0.315000000E+02  0.240250E+04   0.142500E+04   0.675000E+03         2    65    30    14  0.21719197E+04   0.60647119E+02   0.14533453E+02   0.00000000E+00   0.00000000E+00   0.12534413E-05  -0.33168568E-06   0.53886550E-07   0.13997136E+02   0.48500000E-13
%
  0.317500000E+02  0.240250E+04   0.142500E+04   0.675000E+03         2    65    30    14  0.21719289E+04   0.60653537E+02   0.14533493E+02   0.00000000E+00   0.00000000E+00   0.12524455E-05  -0.33125653E-06   0.54015808E-07   0.13997227E+02   0.48500000E-13
%
  0.320000000E+02  0.240250E+04   0.142500E+04   0.675000E+03         2    65    30    14  0.21719379E+04   0.60659879E+02   0.14533532E+02   0.00000000E+00   0.00000000E+00   0.12514108E-05  -0.33082119E-06   0.54144447E-07   0.13997317E+02   0.48500000E-13
%
  0.322500000E+02  0.240250E+04   0.142500E+04   0.675000E+03         2    65    30    14  0.21719468E+04   0.60666145E+02   0.14533570E+02   0.00000000E+00   0.00000000E+00   0.12503375E-05  -0.33037976E-06   0.54272475E-07   0.13997405E+02   0.48500000E-13
%
  0.325000000E+02  0.240250E+04   0.142500E+04   0.675000E+03         2    65    30    14  0.21719556E+04   0.60672336E+02   0.14533608E+02   0.00000000E+00   0.00000000E+00   0.12492259E-05  -0.32993235E-06   0.54399901E-07   0.13997493E+02   0.48500000E-13
%
  0.327500000E+02  0.240250E+04   0.142500E+04   0.675000E+03         2    65    30    14  0.21719643E+04   0.60678452E+02   0.14533646E+02   0.00000000E+00   0.00000000E+00   0.12480763E-05  -0.32947898E-06   0.54526732E-07   0.13997579E+02   0.48500000E-13
%
  0.330000000E+02  0.240250E+04   0.142500E+04   0.675000E+03         2    65    30    14  0.21719728E+04   0.60684493E+02   0.14533682E+02   0.00000000E+00   0.00000000E+00   0.12468888E-05  -0.32901991E-06   0.54652977E-07   0.13997664E+02   0.48500000E-13
%
  0.332500000E+02  0.240250E+04   0.142500E+04   0.675000E+03         2    65    30    14  0.21719812E+04   0.60690461E+02   0.14533718E+02   0.00000000E+00   0.00000000E+00   0.12456637E-05  -0.32855517E-06   0.54778643E-07   0.13997748E+02   0.48500000E-13
%
  0.335000000E+02  0.240250E+04   0.142500E+04   0.675000E+03         2    65    30    14  0.21719895E+04   0.60696356E+02   0.14533754E+02   0.00000000E+00   0.00000000E+00   0.12444013E-05  -0.32808480E-06   0.54903739E-07   0.13997830E+02   0.48500000E-13
%
  0.337500000E+02  0.240250E+04   0.142500E+04   0.675000E+03         2    65    30    14  0.21719977E+04   0.60702177E+02   0.14533789E+02   0.00000000E+00   0.00000000E+00   0.12431017E-05  -0.32760898E-06   0.55028273E-07   0.13997911E+02   0.48500000E-13
%
  0.340000000E+02  0.240250E+04   0.142500E+04   0.675000E+03         2    65    30    14  0.21720057E+04   0.60707926E+02   0.14533823E+02   0.00000000E+00   0.00000000E+00   0.12417651E-05  -0.32712776E-06   0.55152252E-07   0.13997991E+02   0.48500000E-13
%
  0.342500000E+02  0.240250E+04   0.142500E+04   0.675000E+03         2    65    30    14  0.21720137E+04   0.60713603E+02   0.14533856E+02   0.00000000E+00   0.00000000E+00   0.12403918E-05  -0.32664125E-06   0.55275684E-07   0.13998070E+02   0.48500000E-13
%
  0.345000000E+02  0.240250E+04   0.142500E+04   0.675000E+03         2    65    30    14  0.21720215E+04   0.60719208E+02   0.14533889E+02   0.00000000E+00   0.00000000E+00   0.12389818E-05  -0.32614956E-06   0.55398577E-07   0.13998148E+02   0.48500000E-13
%
  0.347500000E+02  0.240250E+04   0.142500E+04   0.675000E+03         2    65    30    14  0.21720292E+04   0.60724741E+02   0.14533922E+02   0.00000000E+00   0.00000000E+00   0.12375353E-05  -0.32565271E-06   0.55520938E-07   0.13998225E+02   0.48500000E-13
%
  0.350000000E+02  0.240250E+04   0.142500E+04   0.675000E+03         2    65    30    14  0.21720368E+04   0.60730204E+02   0.14533953E+02   0.00000000E+00   0.00000000E+00   0.12360525E-05  -0.32515083E-06   0.55642775E-07   0.13998300E+02   0.48500000E-13
